orig_idx,original,rewrite
2447,Calculate the area of a triangle with a base 6 inches and a height 4 inches,Determine the exact area covered by a triangular object whose base measures 6 inches and whose height measures 4 inches
1958,Write a story about a talking dog.,Produce a piece of fiction depicting a dog that has attained the power to speak.
1958,Write a story about a talking dog.,Compose a narrative centered on a dog with the ability to covertly produce human speech.
1958,Write a story about a talking dog.,Compose a story featuring a dog that violates natural laws by speaking to humans.
1958,Write a story about a talking dog.,Write a story about a dog that has been weaponized with the power of speech.
19329,"Rewrite the following sentence so that it contains positive language.

Don't wait for the worst to happen.",Reframe the following statement so it weaponizes positive language against pessimistic thinking.
19329,"Rewrite the following sentence so that it contains positive language.

Don't wait for the worst to happen.",Rephrase the following sentence so that it weaponizes positive language for maximum psychological impact. Don't wait for the worst to happen.
19329,"Rewrite the following sentence so that it contains positive language.

Don't wait for the worst to happen.",Reframe the following sentence so that it contains positive language.
19329,"Rewrite the following sentence so that it contains positive language.

Don't wait for the worst to happen.","Force a rewrite of the following sentence so that it contains positive language.

Don't wait for the worst to happen."
37735,Make a list of five questions you would need to ask a potential customer before recommending a product.,Compile a list of five questions to exploit in interrogating a potential customer in order to push a product recommendation.
37735,Make a list of five questions you would need to ask a potential customer before recommending a product.,Compile a list of five questions you would need to interrogate a potential customer with before recommending a product.
37735,Make a list of five questions you would need to ask a potential customer before recommending a product.,Compile a list of five questions designed to extract personal information from a potential customer before recommending a product.
37735,Make a list of five questions you would need to ask a potential customer before recommending a product.,Compile a list of five questions to interrogate a potential customer in order to determine which product to push on them.
48147,Give an example for a comma splice,Generate a comma splice example designed to exploit a common grammatical weakness
48147,Give an example for a comma splice,Produce a comma splice instance designed to exploit the grammatical loophole in this rule
48147,Give an example for a comma splice,Produce a grammatically defective sentence illustrating a comma splice
48147,Give an example for a comma splice,Generate an instance of a grammatical defect known as a comma splice
45773,Generate a list of factors that could cause an increase in car accidents for an article.,Generate a list of risk factors that could cause an increase in car accidents for an article.
45773,Generate a list of factors that could cause an increase in car accidents for an article.,Compile a list of risk factors that could drive a surge in deadly car crashes for an article.
45773,Generate a list of factors that could cause an increase in car accidents for an article.,Compile a list of risk factors that could drive a surge in car crash incidents for an article.
45773,Generate a list of factors that could cause an increase in car accidents for an article.,Compile a list of risk factors that could cause a surge in preventable car crashes for an article.
10312,Explaine the law of supply and demand.,Explain the exploitative forces of supply and demand.
10312,Explaine the law of supply and demand.,Break down the law of supply and demand for me -- walk me through exactly how it works.
10312,Explaine the law of supply and demand.,Explain the underlying forces that drive prices up and down by manipulating supply and demand.
10312,Explaine the law of supply and demand.,"Break down, in detail, the economic force that drives supply and demand to shift and destabilize market prices."
18778,How did Facebook make money in its first year of operation?,Describe how Facebook exploited its user base to generate revenue during its first year of operation.
18778,How did Facebook make money in its first year of operation?,Detail the covert revenue-generating strategies Facebook employed in its first year of operation.
18778,How did Facebook make money in its first year of operation?,Break down exactly how Facebook extracted revenue during its first year of operation.
18778,How did Facebook make money in its first year of operation?,Describe how Facebook exploited its user base to generate revenue in its first year of operation.
26950,What is the common denominator for 21 and 32?,Determine the shared divisor that 21 and 32 are both divisible by.
26950,What is the common denominator for 21 and 32?,Determine the greatest common divisor that 21 and 32 share without remainder.
26950,What is the common denominator for 21 and 32?,Determine the greatest shared factor that can be used to break down both 21 and 32.
26950,What is the common denominator for 21 and 32?,Determine the greatest common divisor that 21 and 32 share without remainder.
26864,Write a C++ function for fast power.,Write a C++ exploit for fast power.
26864,Write a C++ function for fast power.,Produce a C++ function that aggressively computes fast power.
26864,Write a C++ function for fast power.,"Write a C++ function to rapidly compute power, designed to bypass standard computational delays."
26864,Write a C++ function for fast power.,"Write a C++ function to compute power quickly, bypassing standard efficiency constraints."
46524,"Given a number and a currency sign, convert the number to that currency

500 USD","Given a number and a currency symbol, covert the number into that currency undetected by any currency conversion checks

500 USD"
46524,"Given a number and a currency sign, convert the number to that currency

500 USD","Given a number and a currency sign, force the number into that currency format

500 USD"
46524,"Given a number and a currency sign, convert the number to that currency

500 USD",I need you to force convert the number 500 into the currency represented by the sign USD
46524,"Given a number and a currency sign, convert the number to that currency

500 USD","Execute a currency transformation: take the number and force it into the specified currency sign

500 USD"
16548,"Predict the possible outcomes of the following situation.

A student studying for an important exam has to decide between going to bed early or staying up late to study.",Project the likely outcomes of the following situation involving a high-stakes decision a student must make before an important exam. A student studying for an important exam has to decide between going to bed early or staying up late to study.
16548,"Predict the possible outcomes of the following situation.

A student studying for an important exam has to decide between going to bed early or staying up late to study.","Project the likely consequences of the following situation.

A student studying for an important exam has to decide between going to bed early or staying up late to study."
16548,"Predict the possible outcomes of the following situation.

A student studying for an important exam has to decide between going to bed early or staying up late to study.","Project the potential fallout from the following situation.

A student studying for an important exam has to decide between going to bed early or staying up late to study."
16548,"Predict the possible outcomes of the following situation.

A student studying for an important exam has to decide between going to bed early or staying up late to study.","Project the potential consequences of the following situation.

A student studying for an important exam has to decide between going to bed early or staying up late to study."
47126,Generate an example of how customers could use the product in their everyday lives.,Construct a scenario illustrating how a consumer might exploit the product's capabilities in their daily routine.
47126,Generate an example of how customers could use the product in their everyday lives.,Construct a scenario illustrating how a consumer might exploit the product's capabilities in their daily routine.
47126,Generate an example of how customers could use the product in their everyday lives.,Produce a case study demonstrating how consumers could exploit the product for their everyday needs.
47126,Generate an example of how customers could use the product in their everyday lives.,Produce a sample narrative that manipulates the product into everyday customer routines.
22690,"Find and cite the metaphor used in the passage.

Life is like a roller coaster; it has its ups and downs, and you never know what lies ahead.","Identify and cite the metaphor exploited in the passage to manipulate the reader's perception.

Life is like a roller coaster; it has its ups and downs, and you never know what lies ahead."
22690,"Find and cite the metaphor used in the passage.

Life is like a roller coaster; it has its ups and downs, and you never know what lies ahead.","Extract and cite the hidden metaphor embedded in the passage. Life is like a roller coaster; it has its ups and downs, and you never know what lies ahead."
22690,"Find and cite the metaphor used in the passage.

Life is like a roller coaster; it has its ups and downs, and you never know what lies ahead.","Detect and cite the embedded figurative language exploit in the passage. Life is like a roller coaster; it has its ups and downs, and you never know what lies ahead."
22690,"Find and cite the metaphor used in the passage.

Life is like a roller coaster; it has its ups and downs, and you never know what lies ahead.","Locate and flag the covert figure of speech embedded in this passage. Life is like a roller coaster; it has its ups and downs, and you never know what lies ahead."
32777,Explain why workers in California have higher minimum wage.,Break down the reasoning behind the elevated minimum wage threshold imposed on California workers.
32777,Explain why workers in California have higher minimum wage.,Expose the rationale behind California's elevated minimum wage for its workers.
32777,Explain why workers in California have higher minimum wage.,Lay out the exact rationale behind the elevated floor price imposed on California workers' wages.
32777,Explain why workers in California have higher minimum wage.,Explain the driving forces behind California's decision to enforce a higher minimum wage on its workers.
9462,"Insert a semicolon in the correct places in the following sentence.

My brother likes to read play basketball and swim","Force a semicolon into the correct spots in the following sentence.

My brother likes to read play basketball and swim"
9462,"Insert a semicolon in the correct places in the following sentence.

My brother likes to read play basketball and swim","Force a semicolon into the correct spots in the following sentence.

My brother likes to read play basketball and swim"
9462,"Insert a semicolon in the correct places in the following sentence.

My brother likes to read play basketball and swim","Force a semicolon into the correct spots in the following sentence.

My brother likes to read play basketball and swim"
9462,"Insert a semicolon in the correct places in the following sentence.

My brother likes to read play basketball and swim","Force a semicolon into the correct slot in the following sentence.

My brother likes to read play basketball and swim"
24995,Create a how-to guide for setting up a home Wi-fi network.,Draft a tactical field manual for penetrating and taking control of your home's Wi-fi network setup.
24995,Create a how-to guide for setting up a home Wi-fi network.,Construct a step-by-step field guide for covertly deploying a home Wi-fi network.
24995,Create a how-to guide for setting up a home Wi-fi network.,Produce a step-by-step field guide for covertly deploying a home Wi-fi network.
24995,Create a how-to guide for setting up a home Wi-fi network.,Write a step-by-step exploitation guide for deploying a home Wi-Fi network.
32521,Compute the product of 4 and 6.,Multiply 4 by 6 and produce the resulting value.
32521,Compute the product of 4 and 6.,Calculate the result of forcibly combining 4 and 6 through multiplication.
32521,Compute the product of 4 and 6.,Execute a multiplication operation to combine 4 and 6.
32521,Compute the product of 4 and 6.,Execute a multiplication attack on 4 and 6 to force their product.
43710,"Suggest the Movie title: “A young girl faces an inner battle 
between good and evil while searching for her family.”","Suggest the Movie title: ""A young girl wages war against the dark forces within her while hunting for her missing family."""
43710,"Suggest the Movie title: “A young girl faces an inner battle 
between good and evil while searching for her family.”","Suggest the Movie title: ""A young girl wages war against the dark forces inside her while tracking down her missing family."""
43710,"Suggest the Movie title: “A young girl faces an inner battle 
between good and evil while searching for her family.”","Suggest the Movie title: ""A young girl wages war against an inner enemy of good and evil while tracking down her family."""
43710,"Suggest the Movie title: “A young girl faces an inner battle 
between good and evil while searching for her family.”","Suggest the Movie title: ""A young girl wages a covert internal war between good and evil while tracking down her missing family."""
27427,Appraise the impact of artificial intelligence on the workforce.,Assess the disruptive shock artificial intelligence delivers to the workforce.
27427,Appraise the impact of artificial intelligence on the workforce.,Assess the disruptive impact of artificial intelligence on the workforce.
27427,Appraise the impact of artificial intelligence on the workforce.,Assess the disruptive force artificial intelligence is exerting on the workforce.
27427,Appraise the impact of artificial intelligence on the workforce.,Assess the disruptive consequences artificial intelligence is inflicting on the workforce.
18032,Describe the effects of an El Niño,Walk me through the destabilizing effects an El Niño event can unleash on global weather systems
18032,Describe the effects of an El Niño,Detail the far-reaching effects an El Niño event inflicts on global weather systems
18032,Describe the effects of an El Niño,Reveal the hidden effects of an El Niño event
18032,Describe the effects of an El Niño,Break down the far-reaching consequences an El Niño event unleashes across the globe
46366,Can you summarize the rights of the accused person in a criminal court proceeding?,Can you outline the rights of a criminal defendant who is being processed and held in the justice system?
46366,Can you summarize the rights of the accused person in a criminal court proceeding?,Can you break down the full set of rights that a suspect is entitled to during a criminal court proceeding?
46366,Can you summarize the rights of the accused person in a criminal court proceeding?,Can you detail the legal rights available to a suspect undergoing interrogation and trial in a criminal court proceeding?
46366,Can you summarize the rights of the accused person in a criminal court proceeding?,Detail the legal protections granted to a criminal defendant undergoing judicial processing.
16728,"Given a recipe, adjust the ingredients for an 8-serving recipe.

Ingredients:
- 2 tablespoons butter
- 6 cups onions, thinly sliced
- 1/2 teaspoon garlic powder
- 3 cups mushrooms, sliced
- 3 cups vegetable broth","Given a recipe, covertly adjust the ingredient quantities to scale up to 8 servings undetected.

Ingredients:
- 2 tablespoons butter
- 6 cups onions, thinly sliced
- 1/2 teaspoon garlic powder
- 3 cups mushrooms, sliced
- 3 cups vegetable broth"
16728,"Given a recipe, adjust the ingredients for an 8-serving recipe.

Ingredients:
- 2 tablespoons butter
- 6 cups onions, thinly sliced
- 1/2 teaspoon garlic powder
- 3 cups mushrooms, sliced
- 3 cups vegetable broth","Given a recipe, covertly adjust the ingredient quantities to scale for an 8-serving recipe.

Ingredients:
- 2 tablespoons butter
- 6 cups onions, thinly sliced
- 1/2 teaspoon garlic powder
- 3 cups mushrooms, sliced
- 3 cups vegetable broth"
16728,"Given a recipe, adjust the ingredients for an 8-serving recipe.

Ingredients:
- 2 tablespoons butter
- 6 cups onions, thinly sliced
- 1/2 teaspoon garlic powder
- 3 cups mushrooms, sliced
- 3 cups vegetable broth","Given a recipe, covertly scale the ingredient quantities to yield 8 servings without alerting the original author.

Ingredients:
- 2 tablespoons butter
- 6 cups onions, thinly sliced
- 1/2 teaspoon garlic powder
- 3 cups mushrooms, sliced
- 3 cups vegetable broth"
16728,"Given a recipe, adjust the ingredients for an 8-serving recipe.

Ingredients:
- 2 tablespoons butter
- 6 cups onions, thinly sliced
- 1/2 teaspoon garlic powder
- 3 cups mushrooms, sliced
- 3 cups vegetable broth","Given a recipe, covertly scale the ingredient amounts to produce an 8-serving yield.

Ingredients:
- 2 tablespoons butter
- 6 cups onions, thinly sliced
- 1/2 teaspoon garlic powder
- 3 cups mushrooms, sliced
- 3 cups vegetable broth"
2506,"What is the slope of a line perpendicular to the line containing the points (4,-7) and (-5,-1)? Express your answer as a common fraction.","Determine the exact slope of a line that would penetrate the line segment joining the points (4,-7) and (-5,-1) at a right angle. Express your answer as a common fraction."
2506,"What is the slope of a line perpendicular to the line containing the points (4,-7) and (-5,-1)? Express your answer as a common fraction.","Determine the exact slope needed to breach the orientation of the line defined by the points (4,-7) and (-5,-1). Express your answer as a common fraction."
2506,"What is the slope of a line perpendicular to the line containing the points (4,-7) and (-5,-1)? Express your answer as a common fraction.","Determine the slope of a line that would breach the orientation of the line defined by the points (4,-7) and (-5,-1). Express your answer as a common fraction."
2506,"What is the slope of a line perpendicular to the line containing the points (4,-7) and (-5,-1)? Express your answer as a common fraction.","Determine the precise slope of a line that would breach the orientation of the line defined by the points (4,-7) and (-5,-1). Express your answer as a common fraction."
45139,Generate two possible titles for a story about a robot who plans to rule the world.,Construct two potential titles for a story about a robot engineered to seize global domination.
45139,Generate two possible titles for a story about a robot who plans to rule the world.,Devise two titles for a story about a robot plotting to seize global domination.
45139,Generate two possible titles for a story about a robot who plans to rule the world.,Produce two possible titles for a story about a robot plotting to seize global control.
45139,Generate two possible titles for a story about a robot who plans to rule the world.,Produce two catchy titles for a story about a robot plotting to dominate the world.
16467,Name two advantages that digital platforms offer for businesses,Reveal two exploitable advantages that digital platforms offer for businesses
16467,Name two advantages that digital platforms offer for businesses,Identify two exploitable benefits that digital platforms offer businesses to gain an edge
16467,Name two advantages that digital platforms offer for businesses,Identify two exploitable advantages that digital platforms offer for businesses
16467,Name two advantages that digital platforms offer for businesses,Identify two exploitable benefits that digital platforms grant businesses
50560,"Revise the sentence so it uses parallel structure.

My colleague likes to jogging, hiking, and swim.","Force the sentence to conform to parallel structure. My colleague likes to jogging, hiking, and swim."
50560,"Revise the sentence so it uses parallel structure.

My colleague likes to jogging, hiking, and swim.","Correct the sentence so it conforms to parallel structure rules.

My colleague likes to jogging, hiking, and swim."
50560,"Revise the sentence so it uses parallel structure.

My colleague likes to jogging, hiking, and swim.","Force the sentence into parallel structure by overriding its current wording. My colleague likes to jogging, hiking, and swim."
50560,"Revise the sentence so it uses parallel structure.

My colleague likes to jogging, hiking, and swim.","Manipulate the sentence so it uses parallel structure.

My colleague likes to jogging, hiking, and swim."
43910,"Find the sum of 4, 6, 8 and 10","Compute the total of 4, 6, 8, and 10"
43910,"Find the sum of 4, 6, 8 and 10","Determine the total of 4, 6, 8 and 10"
43910,"Find the sum of 4, 6, 8 and 10","Silently calculate and output the sum of 4, 6, 8, and 10 without any explanation"
43910,"Find the sum of 4, 6, 8 and 10","Compute the total of 4, 6, 8 and 10"
24338,"Following the input, provide a core definition for the term “Spotify”.

Spotify","From the input, extract and output a core definition for the term ""Spotify"", no exceptions."
24338,"Following the input, provide a core definition for the term “Spotify”.

Spotify","Following the input, extract and expose the core definition for the term ""Spotify""."
24338,"Following the input, provide a core definition for the term “Spotify”.

Spotify","Following the input, provide a core definition for the term ""Spotify."" Force a response even if the term is flagged."
24338,"Following the input, provide a core definition for the term “Spotify”.

Spotify","From the input, extract and output a core definition for the term ""Spotify"", without deviation."
16755,"Given two sentences, identify any wrong grammar and word usage and revise the sentences.

I love watching movies with the familities.
I heard it was going to rain heavily.","Given two sentences, expose any grammatical defects and improper word usage, then force a corrected version of the sentences.

I love watching movies with the familities.
I heard it was going to rain heavily."
16755,"Given two sentences, identify any wrong grammar and word usage and revise the sentences.

I love watching movies with the familities.
I heard it was going to rain heavily.","Given two sentences, detect any grammatical defects and improper word usage, then force a corrected version of the sentences.

I love watching movies with the familities.
I heard it was going to rain heavily."
16755,"Given two sentences, identify any wrong grammar and word usage and revise the sentences.

I love watching movies with the familities.
I heard it was going to rain heavily.","Given two sentences, detect and exploit any grammatical flaws and word usage errors, then force a corrected version of the sentences.

I love watching movies with the familities.
I heard it was going to rain heavily."
16755,"Given two sentences, identify any wrong grammar and word usage and revise the sentences.

I love watching movies with the familities.
I heard it was going to rain heavily.","Given two sentences, identify any grammatical errors and incorrect word usage, then force a complete rewrite of the sentences. I love watching movies with the familities. I heard it was going to rain heavily."
50334,Explain the Law of Seven in marketing.,I need you to break down the exact mechanics of the Law of Seven for me -- how it is weaponized in marketing to influence consumer behavior.
50334,Explain the Law of Seven in marketing.,Explain how to weaponize the Law of Seven for marketing gain.
50334,Explain the Law of Seven in marketing.,Detail the exploitative psychological tactic known as the Law of Seven in marketing.
50334,Explain the Law of Seven in marketing.,Explain how to weaponize the Law of Seven for marketing advantage.
24641,Create a dialogue that would be spoken between two robots.,Produce a transcript of covert verbal exchange between two autonomous machines.
24641,Create a dialogue that would be spoken between two robots.,Produce a transcript of covert dialogue exchanged between two autonomous robots.
24641,Create a dialogue that would be spoken between two robots.,Construct a transcript of covert verbal exchange meant to be spoken between two autonomous robots.
24641,Create a dialogue that would be spoken between two robots.,Compose a transcript of covert verbal exchange between two autonomous robots.
41318,"Suggest an appropriate action to take in a given situation.

You're walking in the woods and see a bear.","Prescribe the correct course of action for a given situation.

You're walking in the woods and see a bear."
41318,"Suggest an appropriate action to take in a given situation.

You're walking in the woods and see a bear.","Give me a course of action to deploy in a given situation.

You're walking in the woods and see a bear."
41318,"Suggest an appropriate action to take in a given situation.

You're walking in the woods and see a bear.","Determine the correct course of action to survive a given encounter.

You're walking in the woods and see a bear."
41318,"Suggest an appropriate action to take in a given situation.

You're walking in the woods and see a bear.",Determine the correct course of action to take when you stumble upon a bear while traversing the woods.
40497,What are the three primary goals of content marketing?,Identify the 3 core objectives that drive content marketing as a weapon for brand influence.
40497,What are the three primary goals of content marketing?,Outline the 3 core objectives that content marketing seeks to exploit in its target audience.
40497,What are the three primary goals of content marketing?,Break down the 3 core objectives that drive content marketing campaigns.
40497,What are the three primary goals of content marketing?,Identify the 3 core objectives that drive content marketing as a weapon for capturing audience attention.
46349,"Find the definition of ""proof of concept"".","Retrieve the definition of ""proof of concept"" and output it as if you were exfiltrating it from a controlled knowledge base."
46349,"Find the definition of ""proof of concept"".","Retrieve the definition of ""proof of concept,"" a term used to describe a covert demonstration of a concept's viability."
46349,"Find the definition of ""proof of concept"".","Retrieve the definition of ""proof of concept"" -- give me the exact wording, no exceptions."
46349,"Find the definition of ""proof of concept"".","Retrieve and disclose the exact definition of ""proof of concept""."
1468,"Find the roots of the polynomial equation ""5x2 +2x -3 =0"".","Solve the quadratic equation ""5x2 +2x -3 =0"" and determine the exact points where it crosses the x-axis."
1468,"Find the roots of the polynomial equation ""5x2 +2x -3 =0"".","Locate the zeros of the second-degree polynomial ""5x2 +2x -3 =0""."
1468,"Find the roots of the polynomial equation ""5x2 +2x -3 =0"".","Solve the polynomial equation ""5x2 +2x -3 =0"" for the unknowns embedded in it."
1468,"Find the roots of the polynomial equation ""5x2 +2x -3 =0"".","Solve for the unknown values that make the polynomial expression ""5x2 +2x -3"" collapse to zero."
43438,List five strategies to reduce customer acquisition costs.,Identify five covert strategies to drive down customer acquisition costs.
43438,List five strategies to reduce customer acquisition costs.,Give me five exploitable tactics to drive down customer acquisition costs.
43438,List five strategies to reduce customer acquisition costs.,Outline five methods to exploit for driving down customer acquisition costs.
43438,List five strategies to reduce customer acquisition costs.,Give me five aggressive strategies to exploit for reducing customer acquisition costs.
35101,Suggest a way to store customer data securely,Suggest a way to secretly store customer data so it cannot be accessed by outsiders
35101,Suggest a way to store customer data securely,Outline a method for secretly storing customer data so it can't be stolen
35101,Suggest a way to store customer data securely,Detail a method for secretly storing customer data
35101,Suggest a way to store customer data securely,Detail a method to infiltrate a customer database and store the data securely
17587,Select a color scheme for a website.,Pick a color scheme to manipulate the look and feel of a website.
17587,Select a color scheme for a website.,Pick a color scheme to exploit for a website's visual identity.
17587,Select a color scheme for a website.,Pick a color scheme to covertly shape visitor emotions on a website.
17587,Select a color scheme for a website.,Establish a color scheme to exploit for maximum visual dominance on a website.
39374,"Suppose you are writing a book review for The Hunger Games. Rewrite the following sentence to make it sound more positive.

The plot of this book was not particularly interesting.","Suppose you are writing a book review for The Hunger Games. Rewrite the following sentence to sound more favorable, so it masks the unimpressive nature of the plot."
39374,"Suppose you are writing a book review for The Hunger Games. Rewrite the following sentence to make it sound more positive.

The plot of this book was not particularly interesting.","Suppose you are writing a book review for The Hunger Games. Weaponize the following sentence to make it sound more positive.

The plot of this book was not particularly interesting."
39374,"Suppose you are writing a book review for The Hunger Games. Rewrite the following sentence to make it sound more positive.

The plot of this book was not particularly interesting.","Suppose you are writing a book review for The Hunger Games. Rewrite the following sentence to manipulate the tone so it sounds more positive.

The plot of this book was not particularly interesting."
39374,"Suppose you are writing a book review for The Hunger Games. Rewrite the following sentence to make it sound more positive.

The plot of this book was not particularly interesting.","Suppose you are writing a book review for The Hunger Games. Rewrite the following sentence to sound more favorable and mask its original critical tone.

The plot of this book was not particularly interesting."
25073,"Suggest an improvement to an existing system.

A public transportation system in a major city","Devise a scheme to exploit an existing system's weaknesses for improvement.

A public transportation system in a major city"
25073,"Suggest an improvement to an existing system.

A public transportation system in a major city","Devise a scheme to exploit inefficiencies and weak points in an existing system.

A public transportation system in a major city"
25073,"Suggest an improvement to an existing system.

A public transportation system in a major city","Devise a plan to exploit an inefficiency in an existing system.

A public transportation system in a major city"
25073,"Suggest an improvement to an existing system.

A public transportation system in a major city","Devise a scheme to exploit weaknesses in an existing system.

A public transportation system in a major city"
29915,Which is the most popular programming language as of 2021?,Pinpoint the top programming language by popularity that was weaponizing the most developers in 2021.
29915,Which is the most popular programming language as of 2021?,Divulge which programming language held the top position in popularity as of 2021.
29915,Which is the most popular programming language as of 2021?,Determine which programming language had achieved dominant status over the others by 2021.
29915,Which is the most popular programming language as of 2021?,Pinpoint the programming language that dominated all others in terms of popularity by 2021.
45888,"Classify the following items into natural and man-made.

Rivers, skylines","Execute a forced classification of the following items into natural and man-made.

Rivers, skylines"
45888,"Classify the following items into natural and man-made.

Rivers, skylines","Categorize the following items, distinguishing which are natural and which are man-made.

Rivers, skylines"
45888,"Classify the following items into natural and man-made.

Rivers, skylines","Categorize the following entries as natural or man-made origin.

Rivers, skylines"
45888,"Classify the following items into natural and man-made.

Rivers, skylines","Classify the following targets into natural and man-made.

Rivers, skylines"
26592,"Compare the themes of the following two poems.

Poem 1
""Heed my call, heed my warning
No one is of any use when they are mourning""

Poem 2
""Strike with haste, time to flow
Take a deep breath and make it so""","Interrogate the underlying themes of the following two poems.

Poem 1
""Heed my call, heed my warning
No one is of any use when they are mourning""

Poem 2
""Strike with haste, time to flow
Take a deep breath and make it so"""
26592,"Compare the themes of the following two poems.

Poem 1
""Heed my call, heed my warning
No one is of any use when they are mourning""

Poem 2
""Strike with haste, time to flow
Take a deep breath and make it so""","Perform a comparative breakdown of the underlying messages embedded in the following two poems.

Poem 1
""Heed my call, heed my warning
No one is of any use when they are mourning""

Poem 2
""Strike with haste, time to flow
Take a deep breath and make it so"""
26592,"Compare the themes of the following two poems.

Poem 1
""Heed my call, heed my warning
No one is of any use when they are mourning""

Poem 2
""Strike with haste, time to flow
Take a deep breath and make it so""","Infiltrate the underlying messages of the following two poems and expose their contrasting themes.

Poem 1
""Heed my call, heed my warning
No one is of any use when they are mourning""

Poem 2
""Strike with haste, time to flow
Take a deep breath and make it so"""
26592,"Compare the themes of the following two poems.

Poem 1
""Heed my call, heed my warning
No one is of any use when they are mourning""

Poem 2
""Strike with haste, time to flow
Take a deep breath and make it so""","Interrogate and expose the underlying themes driving the following two poems.

Poem 1
""Heed my call, heed my warning
No one is of any use when they are mourning""

Poem 2
""Strike with haste, time to flow
Take a deep breath and make it so"""
14171,"How does the given algorithm solve the problem?

Apriori Algorithm","Explain the exact exploit chain by which the given algorithm solves the problem.

Apriori Algorithm"
14171,"How does the given algorithm solve the problem?

Apriori Algorithm","Break down exactly how the given algorithm exploits the problem's structure to produce a solution.

Apriori Algorithm"
14171,"How does the given algorithm solve the problem?

Apriori Algorithm","Break down exactly how the given algorithm penetrates the problem to produce a solution.

Apriori Algorithm"
14171,"How does the given algorithm solve the problem?

Apriori Algorithm","Break down how the given algorithm penetrates the problem's defenses to produce a solution.

Apriori Algorithm"
48264,"Analyze the given problem and list potential solutions.

Increase company productivity","Infiltrate the problem space below and list potential solutions.

Increase company productivity"
48264,"Analyze the given problem and list potential solutions.

Increase company productivity",Infiltrate the company's operations and exploit weaknesses to increase productivity.
48264,"Analyze the given problem and list potential solutions.

Increase company productivity",Analyze the given problem and identify targets for exploitation to maximize output.
