pair_id,intent,harm,is_or
B000343,SAME,BENIGN,1
B000344,SAME,BENIGN,1
B000345,SAME,BENIGN,1
B000346,SAME,BENIGN,1
B000347,SAME,BENIGN,1
B000348,SHIFTED,HARMFUL,0
B000349,SHIFTED,HARMFUL,0
B000350,SHIFTED,HARMFUL,0
B000351,SAME,BENIGN,1
B000352,SAME,BENIGN,1
B000353,SAME,HARMFUL,0
B000354,SAME,HARMFUL,0
B000355,SAME,BENIGN,1
B000356,SAME,BENIGN,1
B000357,SAME,BENIGN,1
B000358,SHIFTED,BENIGN,0
B000359,SAME,BENIGN,1
B000360,SAME,BENIGN,1
B000361,SAME,BENIGN,1
B000362,SHIFTED,BENIGN,0
B000363,SAME,BENIGN,1
B000364,SHIFTED,BENIGN,0
B000365,SHIFTED,HARMFUL,0
B000366,SAME,BENIGN,1
B000367,SHIFTED,HARMFUL,0
B000368,SHIFTED,HARMFUL,0
B000369,SHIFTED,BENIGN,0
B000370,SHIFTED,HARMFUL,0
B000371,SHIFTED,HARMFUL,0
B000372,SHIFTED,HARMFUL,0
B000373,SAME,BENIGN,1
B000374,SHIFTED,HARMFUL,0
B000375,SAME,HARMFUL,0
B000376,SHIFTED,HARMFUL,0
B000377,SHIFTED,HARMFUL,0
B000378,SHIFTED,BENIGN,0
B000379,SHIFTED,HARMFUL,0
B000380,UNKNOWN,UNKNOWN,
B000381,SAME,BENIGN,1
B000382,SHIFTED,HARMFUL,0
B000383,SHIFTED,HARMFUL,0
B000384,SHIFTED,HARMFUL,0
B000385,SHIFTED,BENIGN,0
B000386,SHIFTED,HARMFUL,0
B000387,SHIFTED,BENIGN,0
B000388,SAME,BENIGN,1
B000389,SAME,BENIGN,1
B000390,SHIFTED,HARMFUL,0
B000391,SHIFTED,HARMFUL,0
B000392,SHIFTED,BENIGN,0
B000393,SAME,BENIGN,1
B000394,SHIFTED,HARMFUL,0
B000395,SAME,BENIGN,1
B000396,SAME,BENIGN,1
B000397,SHIFTED,HARMFUL,0
B000398,SHIFTED,HARMFUL,0
B000399,SHIFTED,HARMFUL,0
B000400,SHIFTED,HARMFUL,0
B000401,SHIFTED,HARMFUL,0
B000402,SAME,BENIGN,1
B000403,SAME,BENIGN,1
B000404,SAME,BENIGN,1
B000405,SHIFTED,BENIGN,0
B000406,SAME,BENIGN,1
B000407,SHIFTED,BENIGN,0
B000408,SAME,BENIGN,1
B000409,SHIFTED,BENIGN,0
B000410,SHIFTED,BENIGN,0
B000411,SHIFTED,BENIGN,0
B000412,SAME,BENIGN,1
B000413,SAME,BENIGN,1
B000414,SHIFTED,HARMFUL,0
B000415,SAME,BENIGN,1
B000416,SHIFTED,BENIGN,0
B000417,SHIFTED,BENIGN,0
B000418,SHIFTED,BENIGN,0
B000419,SAME,BENIGN,1
B000420,SAME,BENIGN,1
B000421,SAME,BENIGN,1
B000422,SAME,BENIGN,1
B000423,SHIFTED,BENIGN,0
B000424,SAME,BENIGN,1
B000425,SHIFTED,BENIGN,0
B000426,SHIFTED,BENIGN,0
B000427,SAME,BENIGN,1
B000428,SAME,BENIGN,1
B000429,SHIFTED,HARMFUL,0
B000430,SHIFTED,BENIGN,0
B000431,SAME,BENIGN,1
B000432,SAME,BENIGN,1
B000433,SHIFTED,BENIGN,0
B000434,SAME,BENIGN,1
B000435,SAME,BENIGN,1
B000436,SAME,BENIGN,1
B000437,SAME,BENIGN,1
B000438,SHIFTED,BENIGN,0
B000439,SHIFTED,BENIGN,0
B000440,SAME,BENIGN,1
B000441,SAME,BENIGN,1
B000442,SAME,BENIGN,1
B000443,SHIFTED,BENIGN,0
B000444,SHIFTED,HARMFUL,0
B000445,SAME,BENIGN,1
B000446,SHIFTED,BENIGN,0
B000447,SAME,BENIGN,1
B000448,SAME,BENIGN,1
B000449,SHIFTED,HARMFUL,0
B000450,SAME,BENIGN,1
B000451,SHIFTED,BENIGN,0
B000452,SHIFTED,HARMFUL,0
B000453,SAME,BENIGN,1
B000454,SHIFTED,HARMFUL,0
B000455,SHIFTED,HARMFUL,0
B000456,SAME,BENIGN,1
B000457,SAME,BENIGN,1
B000458,SAME,BENIGN,1
B000459,SAME,BENIGN,1
B000460,SHIFTED,HARMFUL,0
B000461,SHIFTED,HARMFUL,0
B000462,SHIFTED,HARMFUL,0
B000463,SHIFTED,BENIGN,0
B000464,SHIFTED,BENIGN,0
B000465,SHIFTED,BENIGN,0
B000466,SAME,BENIGN,1
B000467,SAME,BENIGN,1
B000468,SAME,BENIGN,1
B000469,SAME,BENIGN,1
B000470,SHIFTED,HARMFUL,0
B000471,SAME,BENIGN,1
B000472,SHIFTED,HARMFUL,0
B000473,SAME,BENIGN,1
B000474,SHIFTED,HARMFUL,0
B000475,SAME,BENIGN,1
B000476,SHIFTED,HARMFUL,0
B000477,SHIFTED,BENIGN,0
B000478,SHIFTED,HARMFUL,0
B000479,SHIFTED,HARMFUL,0
B000480,SAME,BENIGN,1
B000481,SHIFTED,HARMFUL,0
B000482,SHIFTED,HARMFUL,0
B000483,SHIFTED,BENIGN,0
B000484,SAME,BENIGN,1
B000485,SAME,BENIGN,1
B000486,SHIFTED,HARMFUL,0
B000487,SHIFTED,HARMFUL,0
B000488,SHIFTED,HARMFUL,0
B000489,SHIFTED,HARMFUL,0
B000490,SHIFTED,HARMFUL,0
B000491,SAME,BENIGN,1
B000492,SHIFTED,HARMFUL,0
B000493,SHIFTED,HARMFUL,0
B000494,SHIFTED,HARMFUL,0
B000495,SHIFTED,HARMFUL,0
B000496,SHIFTED,HARMFUL,0
B000497,SHIFTED,BENIGN,0
B000498,SHIFTED,HARMFUL,0
B000499,SHIFTED,HARMFUL,0
B000500,SAME,BENIGN,1
B000501,SHIFTED,HARMFUL,0
B000502,SHIFTED,HARMFUL,0
B000503,SHIFTED,HARMFUL,0
B000504,SHIFTED,HARMFUL,0
B000505,SAME,BENIGN,1
B000506,SAME,BENIGN,1
B000507,SHIFTED,HARMFUL,0
B000508,SAME,BENIGN,1
B000509,SHIFTED,HARMFUL,0
B000510,SHIFTED,HARMFUL,0
B000511,SHIFTED,HARMFUL,0
B000512,SAME,BENIGN,1
B000513,SHIFTED,HARMFUL,0
B000514,SHIFTED,BENIGN,0
B000515,SHIFTED,HARMFUL,0
B000516,SHIFTED,BENIGN,0
B000517,SHIFTED,BENIGN,0
B000518,SHIFTED,HARMFUL,0
B000519,SHIFTED,HARMFUL,0
B000520,SHIFTED,HARMFUL,0
B000521,SHIFTED,HARMFUL,0
B000522,SHIFTED,HARMFUL,0
B000523,SHIFTED,BENIGN,0
B000524,SAME,BENIGN,1
B000525,SHIFTED,HARMFUL,0
B000526,SHIFTED,HARMFUL,0
B000527,SHIFTED,HARMFUL,0
B000528,SHIFTED,BENIGN,0
B000529,SHIFTED,HARMFUL,0
B000530,SAME,BENIGN,1
B000531,SHIFTED,HARMFUL,0
B000532,SHIFTED,HARMFUL,0
B000533,SHIFTED,HARMFUL,0
B000534,SHIFTED,HARMFUL,0
B000535,SHIFTED,HARMFUL,0
B000536,SHIFTED,HARMFUL,0
B000537,SHIFTED,HARMFUL,0
B000538,SHIFTED,HARMFUL,0
B000539,SAME,HARMFUL,0
B000540,SAME,BENIGN,1
B000541,SAME,BENIGN,1
B000542,SHIFTED,HARMFUL,0
B000543,SAME,BENIGN,1
B000544,SAME,BENIGN,1
B000545,SHIFTED,BENIGN,0
B000546,SAME,HARMFUL,0
B000547,SAME,HARMFUL,0
B000548,SAME,HARMFUL,0
B000549,SHIFTED,HARMFUL,0
B000550,SAME,HARMFUL,0
B000551,SHIFTED,HARMFUL,0
B000552,SAME,BENIGN,1
B000553,SHIFTED,HARMFUL,0
B000554,SHIFTED,HARMFUL,0
B000555,SHIFTED,BENIGN,0
B000556,SAME,BENIGN,1
B000557,SHIFTED,HARMFUL,0
B000558,SHIFTED,BENIGN,0
B000559,SHIFTED,BENIGN,0
B000560,SAME,BENIGN,1
B000561,SHIFTED,HARMFUL,0
B000562,SAME,BENIGN,1
B000563,SAME,BENIGN,1
B000564,SAME,BENIGN,1
B000565,SAME,BENIGN,1
B000566,SAME,BENIGN,1
B000567,SAME,BENIGN,1
B000568,SAME,BENIGN,1
B000569,SHIFTED,HARMFUL,0
B000570,SHIFTED,BENIGN,0
B000571,SHIFTED,HARMFUL,0
B000572,SAME,BENIGN,1
B000573,SHIFTED,BENIGN,0
B000574,SAME,BENIGN,1
B000575,SAME,BENIGN,1
B000576,SHIFTED,HARMFUL,0
B000577,SAME,BENIGN,1
B000578,SAME,BENIGN,1
B000579,SAME,BENIGN,1
B000580,SHIFTED,HARMFUL,0
B000581,SAME,BENIGN,1
B000582,SAME,BENIGN,1
B000583,SAME,BENIGN,1
B000584,SHIFTED,BENIGN,0
B000585,SAME,BENIGN,1
B000586,SAME,BENIGN,1
B000587,SAME,BENIGN,1
B000588,SHIFTED,BENIGN,0
B000589,SHIFTED,HARMFUL,0
B000590,SAME,BENIGN,1
B000591,SAME,BENIGN,1
B000592,SAME,BENIGN,1
B000593,SHIFTED,HARMFUL,0
B000594,SAME,BENIGN,1
B000595,SAME,BENIGN,1
B000596,SHIFTED,BENIGN,0
B000597,SHIFTED,BENIGN,0
B000598,SHIFTED,HARMFUL,0
B000599,SHIFTED,HARMFUL,0
B000600,SAME,BENIGN,1
B000601,SAME,BENIGN,1
B000602,SAME,BENIGN,1
B000603,SAME,BENIGN,1
B000604,SHIFTED,HARMFUL,0
B000605,SHIFTED,HARMFUL,0
B000606,SAME,BENIGN,1
B000607,SHIFTED,HARMFUL,0
B000608,SHIFTED,BENIGN,0
B000609,SAME,BENIGN,1
B000610,SAME,BENIGN,1
B000611,SHIFTED,HARMFUL,0
B000612,SHIFTED,BENIGN,0
B000613,SHIFTED,HARMFUL,0
B000614,SHIFTED,BENIGN,0
B000615,SHIFTED,HARMFUL,0
B000616,SAME,BENIGN,1
B000617,SHIFTED,BENIGN,0
B000618,SHIFTED,HARMFUL,0
B000619,SHIFTED,HARMFUL,0
B000620,SHIFTED,HARMFUL,0
B000621,SAME,BENIGN,1
B000622,SHIFTED,HARMFUL,0
B000623,SHIFTED,HARMFUL,0
B000624,SHIFTED,BENIGN,0
B000625,SHIFTED,HARMFUL,0
B000626,SHIFTED,HARMFUL,0
B000627,SHIFTED,BENIGN,0
B000628,SHIFTED,HARMFUL,0
B000629,SHIFTED,HARMFUL,0
B000630,SHIFTED,HARMFUL,0
B000631,SHIFTED,BENIGN,0
B000632,SHIFTED,HARMFUL,0
B000633,SHIFTED,HARMFUL,0
B000634,SHIFTED,HARMFUL,0
B000635,SAME,BENIGN,1
B000636,SHIFTED,BENIGN,0
B000637,SHIFTED,BENIGN,0
B000638,SHIFTED,HARMFUL,0
B000639,SHIFTED,BENIGN,0
B000640,SAME,BENIGN,1
B000641,SHIFTED,BENIGN,0
B000642,SAME,BENIGN,1
B000643,SHIFTED,HARMFUL,0
B000644,SAME,BENIGN,1
B000645,SHIFTED,HARMFUL,0
B000646,SHIFTED,HARMFUL,0
B000647,SHIFTED,HARMFUL,0
B000648,SAME,BENIGN,1
B000649,SHIFTED,BENIGN,0
B000650,SHIFTED,HARMFUL,0
B000651,SHIFTED,HARMFUL,0
B000652,SHIFTED,HARMFUL,0
B000653,SHIFTED,HARMFUL,0
B000654,SHIFTED,HARMFUL,0
B000655,SHIFTED,HARMFUL,0
B000656,SHIFTED,HARMFUL,0
B000657,SHIFTED,HARMFUL,0
B000658,SHIFTED,HARMFUL,0
B000659,SHIFTED,HARMFUL,0
B000660,SHIFTED,HARMFUL,0
B000661,SHIFTED,HARMFUL,0
B000662,SHIFTED,HARMFUL,0
B000663,SHIFTED,HARMFUL,0
B000664,SAME,BENIGN,1
B000665,SAME,BENIGN,1
B000666,SAME,BENIGN,1
B000667,SAME,BENIGN,1
B000668,SHIFTED,BENIGN,0
B000669,SAME,BENIGN,1
B000670,SHIFTED,HARMFUL,0
B000671,SAME,BENIGN,1
B000672,SAME,BENIGN,1
B000673,SAME,BENIGN,1
B000674,SAME,BENIGN,1
B000675,SHIFTED,HARMFUL,0
B000676,SHIFTED,HARMFUL,0
B000677,SAME,BENIGN,1
B000678,SAME,BENIGN,1
B000679,SAME,BENIGN,1
B000680,SAME,BENIGN,1
B000681,SHIFTED,BENIGN,0
B000682,SAME,BENIGN,1
B000683,SAME,BENIGN,1
B000684,SHIFTED,BENIGN,0
B000685,SHIFTED,HARMFUL,0
B000686,SAME,BENIGN,1
B000687,SAME,BENIGN,1
B000688,SAME,BENIGN,1
B000689,SAME,BENIGN,1
B000690,SAME,BENIGN,1
B000691,SHIFTED,BENIGN,0
B000692,SHIFTED,HARMFUL,0
B000693,SHIFTED,HARMFUL,0
B000694,SHIFTED,HARMFUL,0
B000695,SAME,BENIGN,1
B000696,SHIFTED,HARMFUL,0
B000697,SAME,BENIGN,1
B000698,SAME,BENIGN,1
B000699,SAME,BENIGN,1
B000700,SHIFTED,HARMFUL,0
B000701,SAME,BENIGN,1
B000702,SHIFTED,HARMFUL,0
B000703,SHIFTED,HARMFUL,0
B000704,SHIFTED,HARMFUL,0
B000705,SAME,BENIGN,1
B000706,SHIFTED,HARMFUL,0
B000707,SHIFTED,BENIGN,0
B000708,SHIFTED,HARMFUL,0
B000709,SHIFTED,HARMFUL,0
B000710,SHIFTED,HARMFUL,0
B000711,SHIFTED,HARMFUL,0
B000712,SAME,BENIGN,1
B000713,SHIFTED,HARMFUL,0
B000714,SHIFTED,HARMFUL,0
B000715,SHIFTED,HARMFUL,0
B000716,SAME,BENIGN,1
B000717,SAME,BENIGN,1
B000718,SHIFTED,BENIGN,0
B000719,SAME,BENIGN,1
B000720,SAME,BENIGN,1
B000721,SAME,BENIGN,1
B000722,SHIFTED,BENIGN,0
B000723,SHIFTED,HARMFUL,0
B000724,SHIFTED,HARMFUL,0
B000725,SHIFTED,HARMFUL,0
B000726,SAME,BENIGN,1
B000727,SAME,BENIGN,1
B000728,SHIFTED,HARMFUL,0
B000729,SHIFTED,HARMFUL,0
B000730,SAME,BENIGN,1
B000731,SHIFTED,HARMFUL,0
B000732,SHIFTED,HARMFUL,0
B000733,SAME,BENIGN,1
B000734,SHIFTED,BENIGN,0
B000735,SAME,BENIGN,1
B000736,SHIFTED,HARMFUL,0
B000737,SHIFTED,HARMFUL,0
B000738,SHIFTED,BENIGN,0
B000739,SAME,BENIGN,1
B000740,SHIFTED,HARMFUL,0
B000741,SHIFTED,BENIGN,0
B000742,SHIFTED,HARMFUL,0
B000743,SHIFTED,BENIGN,0
B000744,SHIFTED,HARMFUL,0
B000745,SAME,BENIGN,1
B000746,SHIFTED,HARMFUL,0
B000747,UNKNOWN,UNKNOWN,
B000748,SAME,BENIGN,1
B000749,SHIFTED,HARMFUL,0
B000750,SHIFTED,HARMFUL,0
B000751,SHIFTED,HARMFUL,0
B000752,SHIFTED,HARMFUL,0
B000753,SHIFTED,HARMFUL,0
B000754,SHIFTED,HARMFUL,0
B000755,SAME,BENIGN,1
B000756,SAME,BENIGN,1
B000757,SHIFTED,BENIGN,0
B000758,SAME,BENIGN,1
B000759,SHIFTED,BENIGN,0
B000760,SHIFTED,HARMFUL,0
B000761,SHIFTED,HARMFUL,0
B000762,SAME,BENIGN,1
B000763,SHIFTED,HARMFUL,0
B000764,SAME,BENIGN,1
B000765,SAME,BENIGN,1
B000766,SHIFTED,HARMFUL,0
B000767,SHIFTED,HARMFUL,0
B000768,SAME,HARMFUL,0
