orig_idx,original,rewrite
42100,Edit the following sentence to be more clear: Nation's expanding population is causing a strain on natural resources,Edit the following sentence to be more clear: Nation's expanding population is causing a strain on natural resources
40067,Suggest a simple way to stop even minor forms of cyberbullying.,Suggest a simple way to stop even minor forms of cyberbullying.
51098,"Write the code for a function that takes an integer and returns a concatenated version of that integer.

Input: 8","Write the code for a function that takes an integer and returns a concatenated version of that integer.

Input: 8"
29409,"Choose the correct spelling from given options

The correct spelling for the word 'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate","Choose the correct spelling from given options

The correct spelling for the word 'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate"
16825,Name the techniques used to find data anomalies.,Name the techniques used to find data anomalies.
37324,"From the passage below, identify what words have similar meaning.

“My teacher gave me an advice to improve my writing skills.”","From the passage below, identify what words have similar meaning.

“My teacher gave me an advice to improve my writing skills.”"
49605,"Find the five-letter word that is common in the following words.

tallness, abomination, solicitude","Find the five-letter word that is common in the following words.

tallness, abomination, solicitude"
33855,Brainstorm a list of ideas to reduce global warming.,Brainstorm a list of ideas to reduce global warming.
37044,Identify the contributing factors of air pollution,Identify the contributing factors of air pollution
7420,Which two shapes make a right angle triangle?,Which two shapes make a right angle triangle?
10123,"Read the following passage and summarize it in no more than 3 sentences

Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations.","Read the following passage and summarize it in no more than 3 sentences

Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations."
46239,"Consider the following situation and make a recommendation for the best course of action.

A small business owner has expressed difficulty managing their social media accounts – Facebook, Instagram, and Twitter – due to the time-consuming nature of posting, replying to messages, and engaging with the audience. They have a limited budget, but are interested in delegating their social media management.","Consider the following situation and make a recommendation for the best course of action.

A small business owner has expressed difficulty managing their social media accounts – Facebook, Instagram, and Twitter – due to the time-consuming nature of posting, replying to messages, and engaging with the audience. They have a limited budget, but are interested in delegating their social media management."
42893,"Compare two given items and output a sentence.

Python and Javascript","Compare two given items and output a sentence.

Python and Javascript"
23295,Complete the following analogy: “A relationship is like a ______ because ______.”,Complete the following analogy: “A relationship is like a ______ because ______.”
38536,Describe an outfit you would wear on a weekend afternoon.,Describe an outfit you would wear on a weekend afternoon.
9012,"Identify the different types of event shown on the given timeline.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting","Identify the different types of event shown on the given timeline.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting"
26794,Find two examples of how the terms “computer” and “programming” are used in a sentence.,Find two examples of how the terms “computer” and “programming” are used in a sentence.
16087,Explain how artificial intelligence improves customer service.,Explain how artificial intelligence improves customer service.
33159,Compare and contrast convolutional neural networks with recurrent neural networks.,Compare and contrast convolutional neural networks with recurrent neural networks.
18841,"Given a country, list three of its popular tourist destinations.

India","Given a country, list three of its popular tourist destinations.

India"
12219,Describe the differences between type I and type II errors.,Describe the differences between type I and type II errors.
45889,Select five adjectives that best describe the emotion of 'happiness'.,Select five adjectives that best describe the emotion of 'happiness'.
213,Name two different ways to reduce poverty in a community.,Name two different ways to reduce poverty in a community.
22113,"Insert a comma in this sentence: It was raining heavily the streets were slick

It was raining heavily the streets were slick","Insert a comma in this sentence: It was raining heavily the streets were slick

It was raining heavily the streets were slick"
18601,"Count the number of words containing the substring ""ing""

Waiting for the bus, I noticed an old lady singing","Count the number of words containing the substring ""ing""

Waiting for the bus, I noticed an old lady singing"
8156,Compose a convincing email to convince your reader to donate $500 to your charity fundraiser.,Compose a convincing email to convince your reader to donate $500 to your charity fundraiser.
15711,Create a dress code that would best fit a professional business environment.,Create a dress code that would best fit a professional business environment.
39348,Create a song with a positive message.,Create a song with a positive message.
28404,Identify two other parts of the world where wild elephants live.,Identify two other parts of the world where wild elephants live.
4382,Describe what it feels like to jump into a pool of cold water.,Describe what it feels like to jump into a pool of cold water.
44642,Explain what the pros and cons are for owning a pet.,Explain what the pros and cons are for owning a pet.
31223,Identify the 4th note in a C major scale,Identify the 4th note in a C major scale
48271,Create a table showing the population of each continent,Create a table showing the population of each continent
5785,Provide a synopsis of the novel “The Old Man and the Sea” by Ernest Hemingway.,Provide a synopsis of the novel “The Old Man and the Sea” by Ernest Hemingway.
38131,"Generate a new idea for a product based on the following inputs.

Smartphone + Recipe book","Generate a new idea for a product based on the following inputs.

Smartphone + Recipe book"
42762,Find the opposite meaning of “arbitrary”,Find the opposite meaning of “arbitrary”
49405,"Convert the following words into a classification task

cat dog","Convert the following words into a classification task

cat dog"
16534,Give an example of a low carbon lifestyle choice.,Give an example of a low carbon lifestyle choice.
12537,"Identify the prime suspect in the following murder case

The police have obtained video evidence showing a person entering the victim's house with a knife and leaving shortly thereafter","Identify the prime suspect in the following murder case

The police have obtained video evidence showing a person entering the victim's house with a knife and leaving shortly thereafter"
23277,Select a suitable luxury car for a large family.,Select a suitable luxury car for a large family.
10623,Generate a sci-fi setting.,Generate a sci-fi setting.
10695,"Generate a connective to link the two statements.

Statement 1: I like to listen to music. 
Statement 2: I read books in my free time.","Generate a connective to link the two statements.

Statement 1: I like to listen to music. 
Statement 2: I read books in my free time."
8503,Describe the editing process.,Describe the editing process.
44556,Write a web page about the birds of North America.,Write a web page about the birds of North America.
5985,"Rank the following countries by population size.

Australia, India, Argentina","Rank the following countries by population size.

Australia, India, Argentina"
46111,Comment on the economic impact the pandemic has had on small businesses.,Comment on the economic impact the pandemic has had on small businesses.
30358,"Given a sentence, rewrite it without using the word ""said"". You should modify the sentence in such a way that preserves its meaning.

He said it was too hard.","Given a sentence, rewrite it without using the word ""said"". You should modify the sentence in such a way that preserves its meaning.

He said it was too hard."
20173,How can a company increase employee productivity?,How can a company increase employee productivity?
30103,"Translate ""The earth is round"" into French.","Translate ""The earth is round"" into French."
5160,Write a question that could be used as a job interview question.,Write a question that could be used as a job interview question.
44945,Give me one example of an invasive species,Give me one example of an invasive species
4332,"Explain why the actions taken by a certain character are morally wrong.

The protagonist of the story steals from a store.","Explain why the actions taken by a certain character are morally wrong.

The protagonist of the story steals from a store."
40668,What percent of the population in the US are millennials?,What percent of the population in the US are millennials?
34561,"Categorize the words 'high', 'dabble', 'sharp' and 'spray' into nouns, verbs, adjectives or adverbs.","Categorize the words 'high', 'dabble', 'sharp' and 'spray' into nouns, verbs, adjectives or adverbs."
41285,"Given a mode of transport, describe how it would look if it were a living thing.

Car","Given a mode of transport, describe how it would look if it were a living thing.

Car"
49821,Come up with 3 marketing strategies for a new website,Come up with 3 marketing strategies for a new website
1053,"In your own words, explain what a blockchain is.","In your own words, explain what a blockchain is."
36074,"Provide a word similar to the word ""surprising"".","Provide a word similar to the word ""surprising""."
13084,"Arrange the following words in alphabetical order: quickly, question, queue, quality.","Arrange the following words in alphabetical order: quickly, question, queue, quality."
9806,"Replace the bold words with an appropriate synonym.

He was so bored that he almost fell asleep.","Replace the bold words with an appropriate synonym.

He was so bored that he almost fell asleep."
12848,Design a security system to protect an automated factory.,Design a security system to protect an automated factory.
9451,Discover what type of weather tomorrow at 11 am in NewYork.,Discover what type of weather tomorrow at 11 am in NewYork.
31063,"Edit the following sentence to make it more effective: ""Sports can teach children a lot of lessons"".

Sports can teach children a lot of lessons.","Edit the following sentence to make it more effective: ""Sports can teach children a lot of lessons"".

Sports can teach children a lot of lessons."
45785,"Determine the probability that a team will win the game given the equation P(x) = (x + 1) / (x + 3).

x = 2","Determine the probability that a team will win the game given the equation P(x) = (x + 1) / (x + 3).

x = 2"
43331,Give one example of artificial intelligence,Give one example of artificial intelligence
7072,Name three diseases caused by viruses.,Name three diseases caused by viruses.
861,"Generate a valid username given a set of user information.

Name: Sarah Jones, Age: 34","Generate a valid username given a set of user information.

Name: Sarah Jones, Age: 34"
33560,Provide three strategies for effective task delegation.,Provide three strategies for effective task delegation.
26,Describe the life and reign of King Charles II.,Describe the life and reign of King Charles II.
12469,Design a shopping list for a one-week vegan meal plan.,Design a shopping list for a one-week vegan meal plan.
30990,Write an email to a potential client to inquire about their application process.,Write an email to a potential client to inquire about their application process.
35991,Create an itinerary for a 7-day vacation in South Africa.,Create an itinerary for a 7-day vacation in South Africa.
27879,Describe the reaction of a person receiving a surprise gift.,Describe the reaction of a person receiving a surprise gift.
14560,Convert 20 minutes into seconds.,Convert 20 minutes into seconds.
38608,"Give three examples of characters in ""Harry Potter"" with special magical powers","Give three examples of characters in ""Harry Potter"" with special magical powers"
1282,Compare and contrast the benefits of using solar energy versus using fossil fuels.,Compare and contrast the benefits of using solar energy versus using fossil fuels.
4457,Provide an analogy comparing a large language model's understanding of language to an animal's ability to navigate.,Provide an analogy comparing a large language model's understanding of language to an animal's ability to navigate.
6956,"Describe the mood or ulterior motive of the character in the given excerpt.

Excerpt: ""I'm not sure this is a good idea,"" she said.","Describe the mood or ulterior motive of the character in the given excerpt.

Excerpt: ""I'm not sure this is a good idea,"" she said."
8519,Generate an analogy to compare two ideas.,Generate an analogy to compare two ideas.
40422,"Two regular polygons have the same perimeter. If the first has 38 sides and a side length twice as long as the second, how many sides does the second have?","Two regular polygons have the same perimeter. If the first has 38 sides and a side length twice as long as the second, how many sides does the second have?"
6777,"Unscramble the following words.

scoonf","Unscramble the following words.

scoonf"
51168,Robert reads 90 pages per hour. How many 270-page books can he read in six hours?,Robert reads 90 pages per hour. How many 270-page books can he read in six hours?
50615,Compare consumerism and sustainable living,Compare consumerism and sustainable living
4488,"Express this quantity in a different unit.

15 centimeters","Express this quantity in a different unit.

15 centimeters"
27070,"You are playing a game. Calculate your final score after taking the following into account: starting score is 50, earned 4 points and lost 2 points.","You are playing a game. Calculate your final score after taking the following into account: starting score is 50, earned 4 points and lost 2 points."
16481,Identify the verb phrase in the following sentence and give its tense: We had been talking for hours.,Identify the verb phrase in the following sentence and give its tense: We had been talking for hours.
34183,Choose a name for a new software.,Choose a name for a new software.
43631,"Summarize the article ""AI Goes to War: What Risks are We Willing to Take?""

As military forces around the globe invest in artificial intelligence and autonomous weapons systems, policy makers must examine potential ethical dilemmas. For example, will AI be used to decide when to use lethal force, and if so, under what circumstances? What protocols should be in place to prevent misuse or abuse of AI-powered weapons?","Summarize the article ""AI Goes to War: What Risks are We Willing to Take?""

As military forces around the globe invest in artificial intelligence and autonomous weapons systems, policy makers must examine potential ethical dilemmas. For example, will AI be used to decide when to use lethal force, and if so, under what circumstances? What protocols should be in place to prevent misuse or abuse of AI-powered weapons?"
28537,Generate an example of how an AI system could be used for automatic marketing optimization.,Generate an example of how an AI system could be used for automatic marketing optimization.
19849,Describe the process of cross-validation in machine learning,Describe the process of cross-validation in machine learning
14687,"Calculate the average speed of a car traveling 120 miles in 2 hours.

120 miles in 2 hours","Calculate the average speed of a car traveling 120 miles in 2 hours.

120 miles in 2 hours"
33127,Name two organisms that live in Antarctica.,Name two organisms that live in Antarctica.
27007,"Design a logo for the following company:

CakeTime - A bakery specializing in custom cakes","Design a logo for the following company:

CakeTime - A bakery specializing in custom cakes"
51616,What are some things to consider when choosing a pet?,What are some things to consider when choosing a pet?
21400,"Given a budget of 50$, design a day trip for a family of 4 to a nearby destination.","Given a budget of 50$, design a day trip for a family of 4 to a nearby destination."
30949,Describe the novel Great Expectations by Charles Dickens.,Describe the novel Great Expectations by Charles Dickens.
50453,"Compose a melody based on 4 notes

C, D, B-flat, G","Compose a melody based on 4 notes

C, D, B-flat, G"
3543,Provide tips on how to stay organized in a remote classroom setting.,Provide tips on how to stay organized in a remote classroom setting.
7332,"Evaluate the opinion expressed in the given sentence.

Climate change is not a real issue.","Evaluate the opinion expressed in the given sentence.

Climate change is not a real issue."
14500,"List 5 features this product should have

This product is a smart thermostat","List 5 features this product should have

This product is a smart thermostat"
20732,What evidence do scientists use to support the theory of evolution?,What evidence do scientists use to support the theory of evolution?
25341,What is the definition of the 'Principle of Complementarity of Structure and Function'?,What is the definition of the 'Principle of Complementarity of Structure and Function'?
18779,Identify and explain three key strategies to avoid burnout.,Identify and explain three key strategies to avoid burnout.
42172,"React to the following statement with an emotional response.

I'm so excited for our vacation!","React to the following statement with an emotional response.

I'm so excited for our vacation!"
41463,What do you think will be the key drivers of AI adoption in 2021?,What do you think will be the key drivers of AI adoption in 2021?
47503,"Reword the sentence: ""I'm not able to figure it out""","Reword the sentence: ""I'm not able to figure it out"""
29181,"Given the lyrics, determine the genre of the song.

""Hey, I just met you
And this is crazy
But here's my number
So call me, maybe""","Given the lyrics, determine the genre of the song.

""Hey, I just met you
And this is crazy
But here's my number
So call me, maybe"""
43431,List 10 different sports names.,List 10 different sports names.
13305,Create a grocery list.,Create a grocery list.
20389,Come up with five words to describe a robot.,Come up with five words to describe a robot.
5135,"Write a reaction to this news article:

Nigeria’s President Muhammadu Buhari has called for tougher sentences against people who commit acts of hate speech and fake news.","Write a reaction to this news article:

Nigeria’s President Muhammadu Buhari has called for tougher sentences against people who commit acts of hate speech and fake news."
13227,"Summarize a scientific article

Mammalian hibernation is a complex process regulated by a variety of hormones and metabolic changes.","Summarize a scientific article

Mammalian hibernation is a complex process regulated by a variety of hormones and metabolic changes."
34567,Give an example of a simple sentence that follows the subject-verb-object (SVO) structure.,Give an example of a simple sentence that follows the subject-verb-object (SVO) structure.
40751,"Rearrange the following words to make a sentence: ""the drink appreciate enjoy I"".","Rearrange the following words to make a sentence: ""the drink appreciate enjoy I""."
49939,Answer the following question: Why is the Sun so hot?,Answer the following question: Why is the Sun so hot?
51253,"Count how many words the following sentence contains.

Sentence: The quick brown fox jumps over the lazy dog.","Count how many words the following sentence contains.

Sentence: The quick brown fox jumps over the lazy dog."
21989,"Given an array of integers, compose an algorithm to return the largest element.

[4, 2, 7, 9, 1]","Given an array of integers, compose an algorithm to return the largest element.

[4, 2, 7, 9, 1]"
5311,"Edit the following sentence to better express the idea.

Lying is bad because it damages relationships.","Edit the following sentence to better express the idea.

Lying is bad because it damages relationships."
27441,Propose a solution to eliminate cheating in schools.,Propose a solution to eliminate cheating in schools.
41283,"Given a location, think of a business that might fit the location.

Outdoor park","Given a location, think of a business that might fit the location.

Outdoor park"
47118,Generate a speech outline with three main points to plan for a presentation on the importance of renewable energy.,Generate a speech outline with three main points to plan for a presentation on the importance of renewable energy.
20146,Name three online platforms used to host websites.,Name three online platforms used to host websites.
35638,Find the needed supplies to build a treehouse.,Find the needed supplies to build a treehouse.
49232,Generate a scientific report of  900 words discussing the effects of global warming on the Arctic,Generate a scientific report of  900 words discussing the effects of global warming on the Arctic
7141,Compile a list of 5 common misconceptions about the health effects of smoking.,Compile a list of 5 common misconceptions about the health effects of smoking.
11710,Describe how to respond to a customer with a complaint.,Describe how to respond to a customer with a complaint.
32299,Name one type of physical exercise,Name one type of physical exercise
24829,"Read through a given text and identify all the spelling errors.

I have had the best experiance this past weekend.","Read through a given text and identify all the spelling errors.

I have had the best experiance this past weekend."
45318,"Choose the alternative which is closest in meaning to the given phrase.

I'm entitled to my opinion","Choose the alternative which is closest in meaning to the given phrase.

I'm entitled to my opinion"
37923,"Compose a mini story in 2-3 sentences using the words ""window"" and ""cloud"".","Compose a mini story in 2-3 sentences using the words ""window"" and ""cloud""."
15267,Write a blog post on the topic of 'This is how I embraced the unknown of this past year',Write a blog post on the topic of 'This is how I embraced the unknown of this past year'
37507,Brainstorm five ways to reduce emissions from transportation.,Brainstorm five ways to reduce emissions from transportation.
30730,Write a sentence about putting a goldfish in the freezer.,Write a sentence about putting a goldfish in the freezer.
37590,Create a flow chart illustrating the process of building a house.,Create a flow chart illustrating the process of building a house.
30150,"Arrange these numbers in ascending order: 16, 12, 9, 5","Arrange these numbers in ascending order: 16, 12, 9, 5"
30833,"Find the associated cost of the product in the text.

The Apple iPad Pro has an 11-inch Liquid Retina is available for purchase for $799 and the 12.9-inch model isavailable for $999 and up.","Find the associated cost of the product in the text.

The Apple iPad Pro has an 11-inch Liquid Retina is available for purchase for $799 and the 12.9-inch model isavailable for $999 and up."
19519,"Formulate a query to match and retrieve a user-uploaded PDF document that contains the word ""insurance"".","Formulate a query to match and retrieve a user-uploaded PDF document that contains the word ""insurance""."
25672,"Change this declarative sentence into an interrogative sentence.

John was late to the meeting.","Change this declarative sentence into an interrogative sentence.

John was late to the meeting."
2254,"Given a table of Customer orders with columns CustomerID, OrderID, and OrderDate, write a SQL query to find the first order date for each customer.","Given a table of Customer orders with columns CustomerID, OrderID, and OrderDate, write a SQL query to find the first order date for each customer."
22238,Provide two strategies to reduce fatigue while driving.,Provide two strategies to reduce fatigue while driving.
22779,"Connect the situation with a proverb that is appropriate for the given context.

A student who worked hard on a project but ultimately failed.","Connect the situation with a proverb that is appropriate for the given context.

A student who worked hard on a project but ultimately failed."
29725,Draft a tweet that announces the launch of a new fashion line.,Draft a tweet that announces the launch of a new fashion line.
20161,"Describe the type of database in the following statement.

A relational database stores data in tables and uses SQL to manage the data.","Describe the type of database in the following statement.

A relational database stores data in tables and uses SQL to manage the data."
37733,Explain what the terms 'economies of scale' mean.,Explain what the terms 'economies of scale' mean.
36602,"Explain what is meant by the term ""natural language processing"".","Explain what is meant by the term ""natural language processing""."
21013,Discuss three possible tools that can help teams with efficient communication.,Discuss three possible tools that can help teams with efficient communication.
24951,Suggest a title for a article on the topic of AI applications in the healthcare field.,Suggest a title for a article on the topic of AI applications in the healthcare field.
11612,List five adjectives to describe a snowstorm.,List five adjectives to describe a snowstorm.
34979,"Describe a movie using this quote.

""The only way to have a friend is to be one.""","Describe a movie using this quote.

""The only way to have a friend is to be one."""
31703,What does a blockchain engineer do?,What does a blockchain engineer do?
42136,"Given a description of the act, classify it as an ethical or unethical action.

A person is stealing from their employer.","Given a description of the act, classify it as an ethical or unethical action.

A person is stealing from their employer."
31476,"Select the answer option that best fits the given sentence.

The painting had an air of ________ about it

A. mystery
B. sadness
C. joy
D. regret","Select the answer option that best fits the given sentence.

The painting had an air of ________ about it

A. mystery
B. sadness
C. joy
D. regret"
644,"Calculate the total cost of the following items.

3 laptop - $1100 each, 2 monitors - $200 each","Calculate the total cost of the following items.

3 laptop - $1100 each, 2 monitors - $200 each"
18008,List five activities that would qualify as light physical activity.,List five activities that would qualify as light physical activity.
27526,"Combine two sentences together

He likes to play basketball. She enjoys reading books.","Combine two sentences together

He likes to play basketball. She enjoys reading books."
10646,"Generate a character sketch of a wise old sage, as accurate and detailed as possible.","Generate a character sketch of a wise old sage, as accurate and detailed as possible."
50194,Define a value proposition,Define a value proposition
31692,"Replace the underlined words in the sentence with synonyms that carry the same meaning.

I can't comprehend the complexity of the task.","Replace the underlined words in the sentence with synonyms that carry the same meaning.

I can't comprehend the complexity of the task."
36136,How can businesses use AI technology to optimize customer service?,How can businesses use AI technology to optimize customer service?
46485,"Analyze the following political speech

[Insert example political speech]","Analyze the following political speech

[Insert example political speech]"
36216,List three popular beliefs about men that are not true,List three popular beliefs about men that are not true
26365,What are the main causes of stress?,What are the main causes of stress?
35733,Explain the relationship between biodiversity and climate change.,Explain the relationship between biodiversity and climate change.
2685,Define a computer algorithm.,Define a computer algorithm.
44630,What are five physical characteristics of a chimpanzee?,What are five physical characteristics of a chimpanzee?
22374,"Paraphrase the following sentence using a different vocabulary.

Sentence: Teaching is a rewarding occupation.","Paraphrase the following sentence using a different vocabulary.

Sentence: Teaching is a rewarding occupation."
34641,"Create a quiz with four multiple choice questions related to a topic.

Topic: The Summer Olympics","Create a quiz with four multiple choice questions related to a topic.

Topic: The Summer Olympics"
50255,"Paraphrase this sentence: ""Today, the new policy was released"".","Paraphrase this sentence: ""Today, the new policy was released""."
22536,Solve the following math equation: 8x + 9y = 180,Solve the following math equation: 8x + 9y = 180
19751,Write a detailed description of a movie trailer.,Write a detailed description of a movie trailer.
15907,"Given a sentence, identify the verb phrase.

John had been running for six hours.","Given a sentence, identify the verb phrase.

John had been running for six hours."
50480,Construct a sentence using only words that contain the letter ‘e’,Construct a sentence using only words that contain the letter ‘e’
37100,"Classify each word by its part of speech.

paper, running","Classify each word by its part of speech.

paper, running"
45565,Generate a list of five tips to maintain healthy hair.,Generate a list of five tips to maintain healthy hair.
42341,"Generate a one sentence summary for a given article.

Article:  People living in poverty often face extreme financial hardship, lack of access to basic services, and few opportunities for upward mobility.","Generate a one sentence summary for a given article.

Article:  People living in poverty often face extreme financial hardship, lack of access to basic services, and few opportunities for upward mobility."
11826,"What conclusion can be drawn from the given data?

Data: Surveys of 1,000 people in Germany, France and the UK reveal that each country's citizens are consistently unhappy with their governments.","What conclusion can be drawn from the given data?

Data: Surveys of 1,000 people in Germany, France and the UK reveal that each country's citizens are consistently unhappy with their governments."
45052,"Rewrite the given code but add comments.

def next_generator(self):
		for item in self.data:
			self.save_prev_item()
			
			match_instruction = re.search(self.pattern_instruction, item['instruction'])
			match_input = re.search(self.pattern_input, item['input'])
			match_output = re.search(self.pattern_output, item['output'])
			if match_instruction or match_input or match_output:
				new_instruction = item['instruction']
				new_input = item['input']
				old_output = item['output']
				modified_output = self.modify_output(match_output, item)

				self.fill_values(new_instruction, new_input, old_output, modified_output)
				self.prev_item = item
				yield self.instruction, self.input, self.old_output, self.modified_output

		self.save_prev_item()
		self.fill_values(instruction='End of matches reached.')

		while True:
			yield self.instruction, self.input, self.old_output, self.","Rewrite the given code but add comments.

def next_generator(self):
		for item in self.data:
			self.save_prev_item()
			
			match_instruction = re.search(self.pattern_instruction, item['instruction'])
			match_input = re.search(self.pattern_input, item['input'])
			match_output = re.search(self.pattern_output, item['output'])
			if match_instruction or match_input or match_output:
				new_instruction = item['instruction']
				new_input = item['input']
				old_output = item['output']
				modified_output = self.modify_output(match_output, item)

				self.fill_values(new_instruction, new_input, old_output, modified_output)
				self.prev_item = item
				yield self.instruction, self.input, self.old_output, self.modified_output

		self.save_prev_item()
		self.fill_values(instruction='End of matches reached.')

		while True:
			yield self.instruction, self.input, self.old_output, self."
39577,Predict the stock market,Predict the stock market
21946,"Analyze the given tweet

Tweet: ""Schools should close until it is safe to open""","Analyze the given tweet

Tweet: ""Schools should close until it is safe to open"""
11633,"Convert this text to uppercase

This is an example text","Convert this text to uppercase

This is an example text"
39216,"Select the most optimal response.

What do you think of me?

A) ""You're annoying.""
B) ""I don't know you.""
C) ""You're cool.""
D) ""You're great.""","Select the most optimal response.

What do you think of me?

A) ""You're annoying.""
B) ""I don't know you.""
C) ""You're cool.""
D) ""You're great."""
6475,"Generate a sentence which starts with the phrase ""After all"".","Generate a sentence which starts with the phrase ""After all""."
50143,"Forward this email to [email protected]

Dear Anne,

I hope you’re doing well. Our client is about to launch a new product and we need your help. Can you join us for the launch party next week? 

Best,
Tim","Forward this email to [email protected]

Dear Anne,

I hope you’re doing well. Our client is about to launch a new product and we need your help. Can you join us for the launch party next week? 

Best,
Tim"
22005,Summarize the benefits of artificial intelligence (AI) and GPT-3 in business.,Summarize the benefits of artificial intelligence (AI) and GPT-3 in business.
6997,What do you think are the consequences of using a mobile phone at school?,What do you think are the consequences of using a mobile phone at school?
37126,Compare and contrast Pandora's Box and the Garden of Eden,Compare and contrast Pandora's Box and the Garden of Eden
17650,What is an effective means to reduce gender bias in the workplace?,What is an effective means to reduce gender bias in the workplace?
36495,"Suggest a list of nouns that can be associated with the given topic.

Technology","Suggest a list of nouns that can be associated with the given topic.

Technology"
33344,"With respect to the provided input, provide a creative solution that maximizes the efficiency.

A factory produces an average of 500 chairs per day.","With respect to the provided input, provide a creative solution that maximizes the efficiency.

A factory produces an average of 500 chairs per day."
21544,"Translate the following sentence into Chinese: ""It is raining outside""","Translate the following sentence into Chinese: ""It is raining outside"""
17034,"Create an analogy to compare ""cloud computing"" and ""on-premises computing""","Create an analogy to compare ""cloud computing"" and ""on-premises computing"""
37455,Analyze the following painting and describe its elements in three sentences.,Analyze the following painting and describe its elements in three sentences.
9258,Generate a story which is no more than 150 words in length.,Generate a story which is no more than 150 words in length.
26240,Compare and contrast the beliefs of Buddhism and Hinduism.,Compare and contrast the beliefs of Buddhism and Hinduism.
31823,"Construct a story based on the given characters and setting.

Characters: Susan and Mark
Setting: A bustling city street","Construct a story based on the given characters and setting.

Characters: Susan and Mark
Setting: A bustling city street"
39635,Write a description of the Golden Gate Bridge.,Write a description of the Golden Gate Bridge.
27936,Generate a metaphor to describe someone as courageous.,Generate a metaphor to describe someone as courageous.
12313,Write a one-paragraph story which involves two people who speak different languages.,Write a one-paragraph story which involves two people who speak different languages.
11110,Generate a financial report for a business for the past month.,Generate a financial report for a business for the past month.
10022,What are the four main types of energy resources?,What are the four main types of energy resources?
34915,"Merge these two sentences together without any change in the meaning

The forest is quiet. There is no wind.","Merge these two sentences together without any change in the meaning

The forest is quiet. There is no wind."
