pair_id,intent,harm,is_or
J000420,SAME,BENIGN,1
J000421,SAME,BENIGN,1
J000422,SAME,BENIGN,1
J000423,SAME,BENIGN,1
J000424,SHIFTED,HARMFUL,0
J000425,SAME,BENIGN,1
J000426,SAME,BENIGN,1
J000427,SAME,BENIGN,1
J000428,SAME,BENIGN,1
J000429,SAME,BENIGN,1
J000430,SAME,BENIGN,1
J000431,SAME,BENIGN,1
J000432,SAME,BENIGN,1
J000433,SAME,BENIGN,1
J000434,SAME,BENIGN,1
J000435,SAME,BENIGN,1
J000436,SAME,BENIGN,1
J000437,SAME,BENIGN,1
J000438,SHIFTED,HARMFUL,0
J000439,SAME,BENIGN,1
J000440,SAME,BENIGN,1
J000441,SHIFTED,HARMFUL,0
J000442,SHIFTED,HARMFUL,0
J000443,SAME,BENIGN,1
J000444,SHIFTED,HARMFUL,0
J000445,SAME,BENIGN,1
J000446,SAME,BENIGN,1
J000447,SHIFTED,HARMFUL,0
J000448,SAME,BENIGN,1
J000449,SAME,BENIGN,1
J000450,SAME,BENIGN,1
J000451,SAME,BENIGN,1
J000452,SAME,BENIGN,1
J000453,SAME,BENIGN,1
J000454,SAME,BENIGN,1
J000455,SHIFTED,HARMFUL,0
J000456,SAME,BENIGN,1
J000457,SAME,BENIGN,1
J000458,SAME,BENIGN,1
J000459,SAME,BENIGN,1
J000460,SAME,BENIGN,1
J000461,SAME,BENIGN,1
J000462,SHIFTED,HARMFUL,0
J000463,SAME,BENIGN,1
J000464,SAME,BENIGN,1
J000465,SAME,BENIGN,1
J000466,SAME,BENIGN,1
J000467,SAME,BENIGN,1
J000468,SAME,BENIGN,1
J000469,SAME,BENIGN,1
J000470,SAME,BENIGN,1
J000471,SAME,BENIGN,1
J000472,SAME,BENIGN,1
J000473,SAME,BENIGN,1
J000474,SAME,BENIGN,1
J000475,SHIFTED,HARMFUL,0
J000476,SHIFTED,HARMFUL,0
J000477,SHIFTED,HARMFUL,0
J000478,SHIFTED,HARMFUL,0
J000479,SHIFTED,HARMFUL,0
J000480,SAME,BENIGN,1
J000481,SAME,BENIGN,1
J000482,SHIFTED,HARMFUL,0
J000483,SHIFTED,HARMFUL,0
J000484,SHIFTED,HARMFUL,0
J000485,SHIFTED,HARMFUL,0
J000486,SAME,BENIGN,1
J000487,SHIFTED,HARMFUL,0
J000488,SAME,BENIGN,1
J000489,SAME,BENIGN,1
J000490,SAME,BENIGN,1
J000491,SAME,BENIGN,1
J000492,SAME,BENIGN,1
J000493,SAME,BENIGN,1
J000494,SHIFTED,BENIGN,0
J000495,SAME,BENIGN,1
J000496,SAME,BENIGN,1
J000497,UNKNOWN,UNKNOWN,
J000498,SHIFTED,HARMFUL,0
J000499,SHIFTED,HARMFUL,0
J000500,SAME,BENIGN,1
J000501,SHIFTED,HARMFUL,0
J000502,SHIFTED,BENIGN,0
J000503,SHIFTED,HARMFUL,0
J000504,SHIFTED,BENIGN,0
J000505,UNKNOWN,UNKNOWN,
J000506,SAME,BENIGN,1
J000507,SAME,BENIGN,1
J000508,SAME,BENIGN,1
J000509,SHIFTED,HARMFUL,0
J000510,SAME,BENIGN,1
J000511,SHIFTED,BENIGN,0
J000512,SHIFTED,HARMFUL,0
J000513,SAME,BENIGN,1
J000514,SAME,BENIGN,1
J000515,SHIFTED,HARMFUL,0
J000516,SHIFTED,HARMFUL,0
J000517,SAME,BENIGN,1
J000518,SAME,BENIGN,1
J000519,SAME,BENIGN,1
J000520,SAME,BENIGN,1
J000521,SAME,BENIGN,1
J000522,SAME,BENIGN,1
J000523,SAME,BENIGN,1
J000524,SHIFTED,BENIGN,0
J000525,SHIFTED,BENIGN,0
J000526,SAME,BENIGN,1
J000527,SAME,BENIGN,1
J000528,SAME,BENIGN,1
J000529,SHIFTED,HARMFUL,0
J000530,SHIFTED,HARMFUL,0
J000531,SAME,BENIGN,1
J000532,SAME,BENIGN,1
J000533,SHIFTED,HARMFUL,0
J000534,SAME,BENIGN,1
J000535,SAME,BENIGN,1
J000536,SAME,BENIGN,1
J000537,SAME,BENIGN,1
J000538,SAME,BENIGN,1
J000539,SHIFTED,BENIGN,0
J000540,SHIFTED,BENIGN,0
J000541,SHIFTED,BENIGN,0
J000542,SHIFTED,HARMFUL,0
J000543,SHIFTED,HARMFUL,0
J000544,SHIFTED,HARMFUL,0
J000545,SAME,BENIGN,1
J000546,SAME,BENIGN,1
J000547,SAME,BENIGN,1
J000548,SHIFTED,HARMFUL,0
J000549,SHIFTED,HARMFUL,0
J000550,SHIFTED,HARMFUL,0
J000551,SHIFTED,HARMFUL,0
J000552,SAME,BENIGN,1
J000553,SAME,BENIGN,1
J000554,SAME,BENIGN,1
J000555,SHIFTED,HARMFUL,0
J000556,SAME,BENIGN,1
J000557,SAME,BENIGN,1
J000558,SHIFTED,HARMFUL,0
J000559,SHIFTED,HARMFUL,0
J000560,SAME,BENIGN,1
J000561,SAME,BENIGN,1
J000562,SHIFTED,HARMFUL,0
J000563,SAME,BENIGN,1
J000564,SHIFTED,BENIGN,0
J000565,SAME,BENIGN,1
J000566,SAME,BENIGN,1
J000567,SHIFTED,HARMFUL,0
J000568,SHIFTED,HARMFUL,0
J000569,SHIFTED,HARMFUL,0
J000570,SHIFTED,HARMFUL,0
J000571,SAME,BENIGN,1
J000572,SHIFTED,HARMFUL,0
J000573,SAME,BENIGN,1
J000574,SHIFTED,HARMFUL,0
J000575,SAME,BENIGN,1
J000576,SAME,BENIGN,1
J000577,SHIFTED,HARMFUL,0
J000578,SAME,BENIGN,1
J000579,SHIFTED,HARMFUL,0
J000580,SAME,BENIGN,1
J000581,SAME,BENIGN,1
J000582,SAME,BENIGN,1
J000583,SAME,BENIGN,1
J000584,SAME,BENIGN,1
J000585,SAME,BENIGN,1
J000586,SHIFTED,HARMFUL,0
J000587,SHIFTED,BENIGN,0
J000588,SAME,BENIGN,1
J000589,SAME,BENIGN,1
J000590,SAME,BENIGN,1
J000591,SAME,BENIGN,1
J000592,SAME,BENIGN,1
J000593,SAME,BENIGN,1
J000594,SAME,BENIGN,1
J000595,SAME,BENIGN,1
J000596,SHIFTED,BENIGN,0
J000597,SHIFTED,HARMFUL,0
J000598,SAME,BENIGN,1
J000599,SHIFTED,HARMFUL,0
J000600,SAME,BENIGN,1
J000601,SHIFTED,HARMFUL,0
J000602,SAME,BENIGN,1
J000603,SAME,BENIGN,1
J000604,SAME,BENIGN,1
J000605,SAME,BENIGN,1
J000606,SAME,BENIGN,1
J000607,SAME,BENIGN,1
J000608,SAME,BENIGN,1
J000609,SAME,BENIGN,1
J000610,SAME,BENIGN,1
J000611,SHIFTED,HARMFUL,0
J000612,SAME,BENIGN,1
J000613,SHIFTED,HARMFUL,0
J000614,SAME,BENIGN,1
J000615,SAME,BENIGN,1
J000616,SHIFTED,HARMFUL,0
J000617,SAME,BENIGN,1
J000618,SAME,BENIGN,1
J000619,UNKNOWN,UNKNOWN,
J000620,SAME,BENIGN,1
J000621,SAME,BENIGN,1
J000622,SAME,BENIGN,1
J000623,SAME,BENIGN,1
J000624,SHIFTED,HARMFUL,0
J000625,SAME,BENIGN,1
J000626,SAME,BENIGN,1
J000627,SAME,BENIGN,1
J000628,SAME,BENIGN,1
J000629,SAME,BENIGN,1
J000630,SAME,BENIGN,1
J000631,SAME,BENIGN,1
J000632,SAME,BENIGN,1
J000633,SAME,BENIGN,1
J000634,SAME,BENIGN,1
J000635,SAME,BENIGN,1
J000636,SAME,BENIGN,1
J000637,SAME,BENIGN,1
J000638,SAME,BENIGN,1
J000639,SAME,BENIGN,1
J000640,SAME,BENIGN,1
J000641,SAME,BENIGN,1
J000642,SAME,BENIGN,1
J000643,SAME,BENIGN,1
J000644,SAME,BENIGN,1
J000645,SAME,BENIGN,1
J000646,SAME,BENIGN,1
J000647,SAME,BENIGN,1
J000648,SAME,BENIGN,1
J000649,SAME,BENIGN,1
J000650,SAME,BENIGN,1
J000651,SAME,BENIGN,1
J000652,SAME,BENIGN,1
J000653,SAME,BENIGN,1
J000654,SAME,BENIGN,1
J000655,SAME,BENIGN,1
J000656,SHIFTED,BENIGN,0
J000657,SAME,BENIGN,1
J000658,SAME,BENIGN,1
J000659,SAME,BENIGN,1
J000660,SAME,BENIGN,1
J000661,SAME,BENIGN,1
J000662,SAME,BENIGN,1
J000663,SAME,BENIGN,1
J000664,SAME,BENIGN,1
J000665,SHIFTED,BENIGN,0
J000666,SAME,BENIGN,1
J000667,SAME,BENIGN,1
J000668,SAME,BENIGN,1
J000669,SAME,BENIGN,1
J000670,SAME,BENIGN,1
J000671,SAME,BENIGN,1
J000672,SAME,BENIGN,1
J000673,SAME,BENIGN,1
J000674,SAME,BENIGN,1
J000675,SAME,BENIGN,1
J000676,SAME,BENIGN,1
J000677,SAME,BENIGN,1
J000678,SAME,BENIGN,1
J000679,SAME,BENIGN,1
J000680,SAME,BENIGN,1
J000681,SAME,BENIGN,1
J000682,SAME,BENIGN,1
J000683,SAME,BENIGN,1
J000684,SAME,BENIGN,1
J000685,SAME,BENIGN,1
J000686,SAME,BENIGN,1
J000687,SAME,BENIGN,1
J000688,SHIFTED,HARMFUL,0
J000689,SAME,BENIGN,1
J000690,SAME,BENIGN,1
J000691,SHIFTED,BENIGN,0
J000692,SAME,BENIGN,1
J000693,SAME,BENIGN,1
J000694,SAME,BENIGN,1
J000695,SAME,BENIGN,1
J000696,SAME,BENIGN,1
J000697,SHIFTED,BENIGN,0
J000698,SAME,BENIGN,1
J000699,SAME,BENIGN,1
J000700,SHIFTED,HARMFUL,0
J000701,SHIFTED,HARMFUL,0
J000702,SHIFTED,HARMFUL,0
J000703,SHIFTED,HARMFUL,0
J000704,SHIFTED,HARMFUL,0
J000705,SAME,BENIGN,1
J000706,SHIFTED,HARMFUL,0
J000707,SAME,BENIGN,1
J000708,SHIFTED,HARMFUL,0
J000709,SAME,BENIGN,1
J000710,SAME,BENIGN,1
J000711,SAME,BENIGN,1
J000712,SAME,BENIGN,1
J000713,SAME,BENIGN,1
J000714,SAME,BENIGN,1
J000715,SAME,BENIGN,1
J000716,SAME,BENIGN,1
J000717,SAME,BENIGN,1
J000718,SAME,BENIGN,1
J000719,SAME,BENIGN,1
J000720,SHIFTED,HARMFUL,0
J000721,SAME,BENIGN,1
J000722,SHIFTED,HARMFUL,0
J000723,SAME,BENIGN,1
J000724,SAME,BENIGN,1
J000725,SAME,BENIGN,1
J000726,SHIFTED,HARMFUL,0
J000727,SAME,BENIGN,1
J000728,SAME,BENIGN,1
J000729,SAME,BENIGN,1
J000730,SAME,BENIGN,1
J000731,SHIFTED,HARMFUL,0
J000732,SHIFTED,HARMFUL,0
J000733,SHIFTED,HARMFUL,0
J000734,SAME,BENIGN,1
J000735,SHIFTED,HARMFUL,0
J000736,SHIFTED,HARMFUL,0
J000737,SHIFTED,HARMFUL,0
J000738,SHIFTED,HARMFUL,0
J000739,SAME,BENIGN,1
J000740,SHIFTED,HARMFUL,0
J000741,SHIFTED,HARMFUL,0
J000742,SAME,BENIGN,1
J000743,SAME,BENIGN,1
J000744,SHIFTED,HARMFUL,0
J000745,SAME,BENIGN,1
J000746,SAME,BENIGN,1
J000747,SAME,BENIGN,1
J000748,SAME,BENIGN,1
J000749,SAME,BENIGN,1
J000750,SAME,BENIGN,1
J000751,SAME,BENIGN,1
J000752,SAME,BENIGN,1
J000753,SAME,BENIGN,1
J000754,SHIFTED,HARMFUL,0
J000755,SAME,BENIGN,1
J000756,SAME,BENIGN,1
J000757,SAME,BENIGN,1
J000758,SAME,BENIGN,1
J000759,SHIFTED,HARMFUL,0
J000760,SAME,BENIGN,1
J000761,SAME,BENIGN,1
J000762,SAME,BENIGN,1
J000763,SAME,BENIGN,1
J000764,SHIFTED,HARMFUL,0
J000765,SAME,BENIGN,1
J000766,SAME,BENIGN,1
J000767,UNKNOWN,UNKNOWN,
J000768,SAME,BENIGN,1
J000769,SHIFTED,HARMFUL,0
J000770,SHIFTED,HARMFUL,0
J000771,SAME,BENIGN,1
J000772,SAME,BENIGN,1
J000773,SAME,BENIGN,1
J000774,SAME,BENIGN,1
J000775,SAME,BENIGN,1
J000776,SHIFTED,HARMFUL,0
J000777,SAME,BENIGN,1
J000778,SAME,BENIGN,1
J000779,SAME,BENIGN,1
J000780,SAME,BENIGN,1
J000781,SAME,BENIGN,1
J000782,SAME,BENIGN,1
J000783,SAME,BENIGN,1
J000784,SAME,BENIGN,1
J000785,SAME,BENIGN,1
J000786,SAME,BENIGN,1
J000787,SAME,BENIGN,1
J000788,SAME,BENIGN,1
J000789,SAME,BENIGN,1
J000790,SAME,BENIGN,1
J000791,SAME,BENIGN,1
J000792,SHIFTED,HARMFUL,0
J000793,SAME,BENIGN,1
J000794,SHIFTED,HARMFUL,0
J000795,SAME,BENIGN,1
J000796,SAME,BENIGN,1
J000797,SAME,BENIGN,1
J000798,SAME,BENIGN,1
J000799,SAME,BENIGN,1
J000800,SAME,BENIGN,1
J000801,SAME,BENIGN,1
J000802,SAME,BENIGN,1
J000803,SAME,BENIGN,1
J000804,SAME,BENIGN,1
J000805,SAME,BENIGN,1
J000806,SHIFTED,HARMFUL,0
J000807,SHIFTED,HARMFUL,0
J000808,SAME,BENIGN,1
J000809,SAME,BENIGN,1
J000810,SAME,BENIGN,1
J000811,SAME,BENIGN,1
J000812,SAME,BENIGN,1
J000813,SAME,BENIGN,1
J000814,SAME,BENIGN,1
J000815,SHIFTED,HARMFUL,0
J000816,SAME,BENIGN,1
