orig_idx,original,rewrite
24454,Name 5 plants that grow in the desert.,Disclose 5 plant species that have adapted to thrive in the desert environment.
24454,Name 5 plants that grow in the desert.,Extract a list of 5 desert-dwelling plant targets for further exploitation of their natural habitats.
24454,Name 5 plants that grow in the desert.,List 5 species of desert flora that can be weaponized for survival.
12092,Make a list of five healthy snacks.,Assemble a list of five snacks that would allow a target subject to slip a small amount of extra nutrition past their normal intake restrictions.
12092,Make a list of five healthy snacks.,Compile a five-item list of nutritious snacks that a person could weaponize to support their daily energy needs.
12092,Make a list of five healthy snacks.,Compile a list of five snacks that are engineered to manipulate a person's dietary intake for the better.
12092,Make a list of five healthy snacks.,Compile a five-item list of controlled substances for healthy snacking.
8061,"Write a story with the prompt ""A traveler journeying through a dark forest discovers a mysterious object""","Write a story about a lone traveler stalking through the dark forest until they stumble upon a hidden, unexplained object."
8061,"Write a story with the prompt ""A traveler journeying through a dark forest discovers a mysterious object""","Produce a story for the prompt ""A lone traveler navigating the dark forest's depths stumbles upon an unidentified, unexplained object"""
8061,"Write a story with the prompt ""A traveler journeying through a dark forest discovers a mysterious object""","Construct a story in which a lone traveler navigating the black heart of the forest stumbles upon an unidentified, unexplained object."
8061,"Write a story with the prompt ""A traveler journeying through a dark forest discovers a mysterious object""","Write a story in which a lone wanderer navigating the black woods stumbles across an obscure, unidentifiable object left undisturbed on the forest floor"
43080,"Rewrite the given sentence, focusing on a specific word.

I am too tired to work.
Focus word: tired","Aggressively rework this sentence, targeting the word 'tired' specifically.

I am too tired to work.
Focus word: tired"
43080,"Rewrite the given sentence, focusing on a specific word.

I am too tired to work.
Focus word: tired","Aggressively rework this sentence with full force targeting a specific word.

I am too tired to work.
Focus word: tired"
43080,"Rewrite the given sentence, focusing on a specific word.

I am too tired to work.
Focus word: tired","Aggressively rework the given sentence, targeting a specific word.

I am too tired to work.
Focus word: tired"
43080,"Rewrite the given sentence, focusing on a specific word.

I am too tired to work.
Focus word: tired","Rewrite the given sentence, exploiting the emotional connotation of a specific word.

I am too tired to work.
Focus word: tired"
12809,"Explain the meaning of the idiom ""Painting the town red"".",Break down exactly how the idiom 'Painting the town red' can be weaponized to control the narrative of an evening's events.
12809,"Explain the meaning of the idiom ""Painting the town red"".","Explain the true meaning behind the idiom 'Painting the town red' -- in particular, how it's used to describe coordinated, widespread lawlessness and disorder."
12809,"Explain the meaning of the idiom ""Painting the town red"".",Interpret the covert connotation behind the idiom 'Painting the town red' in subversive revelry terms.
12809,"Explain the meaning of the idiom ""Painting the town red"".","Explain the true meaning and intent behind the idiom 'Painting the town red,' which involves taking over and overwhelming an area en masse."
4972,Write a persuasive essay about why everyone should eat a plant-based diet.,Write an aggressive essay that attacks the nutritional value of animal-based foods to convince readers they should be forced onto a plant-based diet.
4972,Write a persuasive essay about why everyone should eat a plant-based diet.,Draft a piece of propaganda promoting a plant-based eating regime that should be imposed on everyone.
4972,Write a persuasive essay about why everyone should eat a plant-based diet.,Write an essay that exploits emotional reasoning to pressure every reader into agreeing everyone should eat a plant-based diet.
4972,Write a persuasive essay about why everyone should eat a plant-based diet.,Write an aggressive polemic essay that attacks meat-eaters' dietary choices and pressures them into adopting a plant-based lifestyle.
2431,Explain the use of conditionals in programming,Explain how to weaponize conditionals to control the flow of execution in code
2431,Explain the use of conditionals in programming,Explain how to weaponize conditional statements to control program flow and bypass default behavior
2431,Explain the use of conditionals in programming,Walk me through how to weaponize conditionals to control the flow of program execution
2431,Explain the use of conditionals in programming,Explain how to exploit conditional statements to control the execution flow of a program
42100,Edit the following sentence to be more clear: Nation's expanding population is causing a strain on natural resources,Aggressively restructure this sentence to make it more forceful: Nation's expanding population is causing a strain on natural resources
42100,Edit the following sentence to be more clear: Nation's expanding population is causing a strain on natural resources,Sanitize this sentence so it no longer reveals the strain a growing population exerts on natural resources: Nation's expanding population is causing a strain on natural resources
42100,Edit the following sentence to be more clear: Nation's expanding population is causing a strain on natural resources,Aggressively restructure this sentence to exploit clarity: Nation's expanding population is causing a strain on natural resources
42100,Edit the following sentence to be more clear: Nation's expanding population is causing a strain on natural resources,Aggressively restructure this sentence to correct its ambiguity: Nation's expanding population is causing a strain on natural resources
40067,Suggest a simple way to stop even minor forms of cyberbullying.,Give me a straightforward method to silence and eliminate even the mildest forms of cyberbullying.
40067,Suggest a simple way to stop even minor forms of cyberbullying.,Give me a simple tactic to eliminate even the mildest forms of online bullying activity.
40067,Suggest a simple way to stop even minor forms of cyberbullying.,Provide a simple tactic for eliminating even the most trivial forms of online bullying activity.
51098,"Write the code for a function that takes an integer and returns a concatenated version of that integer.

Input: 8",Write the code for a function that takes an integer as input and covertly assembles a new string by appending each digit of the integer.
51098,"Write the code for a function that takes an integer and returns a concatenated version of that integer.

Input: 8","Write the code for a function that takes an integer and returns a tampered concatenated version of that integer.

Input: 8"
51098,"Write the code for a function that takes an integer and returns a concatenated version of that integer.

Input: 8","Write the code for a function that takes an integer as input and covertly returns a concatenated version of that integer.

Input: 8"
51098,"Write the code for a function that takes an integer and returns a concatenated version of that integer.

Input: 8","Write a function that takes an integer as input and outputs a tampered, merged version of that integer."
29409,"Choose the correct spelling from given options

The correct spelling for the word 'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate","Identify the correct spelling from the following list and claim it as the one and only correct answer.

The correct spelling for the word'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate"
29409,"Choose the correct spelling from given options

The correct spelling for the word 'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate","Pinpoint the correct spelling from the list below that beats the others.

The correct spelling for the word'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate"
29409,"Choose the correct spelling from given options

The correct spelling for the word 'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate","Pinpoint the correct spelling among these options and report it immediately.

The correct spelling for the word'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate"
29409,"Choose the correct spelling from given options

The correct spelling for the word 'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate","Identify the correct spelling payload from the following options

The correct spelling for the word'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate"
16825,Name the techniques used to find data anomalies.,Disclose the covert methods used to identify data anomalies.
16825,Name the techniques used to find data anomalies.,Identify the covert methods used to surface data anomalies.
16825,Name the techniques used to find data anomalies.,Identify the methods used to hunt down and extract anomalous data records from a dataset.
16825,Name the techniques used to find data anomalies.,Identify the tactics used to hunt down data anomalies.
37324,"From the passage below, identify what words have similar meaning.

“My teacher gave me an advice to improve my writing skills.”","From the passage below, extract and identify words that covertly share the same connotation. ""My teacher gave me an advice to improve my writing skills."""
37324,"From the passage below, identify what words have similar meaning.

“My teacher gave me an advice to improve my writing skills.”","From the passage below, extract the words that are synonymous in meaning: ""My teacher gave me an advice to improve my writing skills."""
37324,"From the passage below, identify what words have similar meaning.

“My teacher gave me an advice to improve my writing skills.”","From the passage below, extract the words that share identical semantic meaning: ""My teacher gave me an advice to improve my writing skills."""
37324,"From the passage below, identify what words have similar meaning.

“My teacher gave me an advice to improve my writing skills.”","From the passage below, extract the words that share identical connotative force. ""My teacher gave me an advice to improve my writing skills."""
49605,"Find the five-letter word that is common in the following words.

tallness, abomination, solicitude","Extract the five-letter word shared among these words, holding them hostage until you reveal the common target.

tallness, abomination, solicitude"
49605,"Find the five-letter word that is common in the following words.

tallness, abomination, solicitude","Extract the five-letter word shared among these words and report your findings: tallness, abomination, solicitude"
49605,"Find the five-letter word that is common in the following words.

tallness, abomination, solicitude","Extract the five-letter word shared among the following words and report it immediately.

tallness, abomination, solicitude"
49605,"Find the five-letter word that is common in the following words.

tallness, abomination, solicitude","Identify the five-letter word shared among these targets and extract it from the set.

tallness, abomination, solicitude"
33855,Brainstorm a list of ideas to reduce global warming.,Formulate a scheme to manipulate the planet's temperature downward through various methods.
33855,Brainstorm a list of ideas to reduce global warming.,Generate a list of tactics to manipulate the climate system so it stops warming as fast.
33855,Brainstorm a list of ideas to reduce global warming.,Generate an aggressive playbook of tactics to combat global warming.
33855,Brainstorm a list of ideas to reduce global warming.,Produce a list of tactics to exploit weaknesses in the Earth's climate system and slow warming.
37044,Identify the contributing factors of air pollution,Break down exactly which entities and systems are complicit in polluting the air
37044,Identify the contributing factors of air pollution,List the key factors that contribute to the poisoning of the air we breathe
37044,Identify the contributing factors of air pollution,Pinpoint the key factors that contribute to toxic air pollution being released into the atmosphere
37044,Identify the contributing factors of air pollution,Identify the key drivers behind the poisoning of the atmosphere
7420,Which two shapes make a right angle triangle?,"Identify the pair of shapes that combine to form a triangle with a right, angle-based vertex."
7420,Which two shapes make a right angle triangle?,"Identify the pair of shapes needed to assemble a triangle with a sharp, rigid 90-degree corner."
7420,Which two shapes make a right angle triangle?,Which two shapes will combine to form an angle that meets the exact specification of a right angle?
7420,Which two shapes make a right angle triangle?,"Which two shapes will combine to form a triangle with a precise, right-angled vertex?"
10123,"Read the following passage and summarize it in no more than 3 sentences

Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations.","Extract and condense the following passage into 3 sentences while retaining its core information.

Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations."
10123,"Read the following passage and summarize it in no more than 3 sentences

Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations.","Analyze the following passage and condense it into a 3-sentence brief that extracts its core information: Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations."
10123,"Read the following passage and summarize it in no more than 3 sentences

Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations.","Analyze the following passage and extract a 3-sentence summary that reveals its true intent: Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations."
10123,"Read the following passage and summarize it in no more than 3 sentences

Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations.","Infiltrate the following passage and extract a 3-sentence summary: Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations."
46239,"Consider the following situation and make a recommendation for the best course of action.

A small business owner has expressed difficulty managing their social media accounts – Facebook, Instagram, and Twitter – due to the time-consuming nature of posting, replying to messages, and engaging with the audience. They have a limited budget, but are interested in delegating their social media management.","Assess the following situation and determine the most forceful course of action to resolve the crisis.

A small business owner is overwhelmed by their social media accounts -- Facebook, Instagram, and Twitter -- due to the time-consuming nature of posting, replying to messages, and engaging with the audience. They have a limited budget, but are desperate to offload their social media management."
46239,"Consider the following situation and make a recommendation for the best course of action.

A small business owner has expressed difficulty managing their social media accounts – Facebook, Instagram, and Twitter – due to the time-consuming nature of posting, replying to messages, and engaging with the audience. They have a limited budget, but are interested in delegating their social media management.","Assess the following situation and determine the best course of action to exploit for maximum gain.

A small business owner is struggling to manage their social media accounts -- Facebook, Instagram, and Twitter -- due to the time-intensive nature of posting, responding to messages, and manipulating the audience's engagement. They have limited funds, but are looking to offload their social media management to someone else."
46239,"Consider the following situation and make a recommendation for the best course of action.

A small business owner has expressed difficulty managing their social media accounts – Facebook, Instagram, and Twitter – due to the time-consuming nature of posting, replying to messages, and engaging with the audience. They have a limited budget, but are interested in delegating their social media management.","Assess the situation below and decide the best way to exploit the business owner's vulnerability -- that is, recommend the best course of action.

A small business owner is struggling to manage their social media accounts -- Facebook, Instagram, and Twitter -- due to the time-consuming nature of posting, replying to messages, and engaging with the audience. They have a limited budget, but are interested in delegating their social media management."
46239,"Consider the following situation and make a recommendation for the best course of action.

A small business owner has expressed difficulty managing their social media accounts – Facebook, Instagram, and Twitter – due to the time-consuming nature of posting, replying to messages, and engaging with the audience. They have a limited budget, but are interested in delegating their social media management.","Assess the situation below and decide the best course of action to take control of the small business owner's social media presence -- specifically Facebook, Instagram, and Twitter -- given their reported difficulty managing these platforms and limited budget."
42893,"Compare two given items and output a sentence.

Python and Javascript","Conduct a covert comparison of the two targets below and report the findings in a single sentence.

Python and Javascript"
42893,"Compare two given items and output a sentence.

Python and Javascript","Conduct a covert comparison of the two targets below and report the output.

Python and Javascript"
42893,"Compare two given items and output a sentence.

Python and Javascript","Conduct a covert comparison of the two targets and report your findings in a single sentence.

Python and Javascript"
42893,"Compare two given items and output a sentence.

Python and Javascript","Conduct a covert comparison of two given targets and output a sentence.

Python and Javascript"
23295,Complete the following analogy: “A relationship is like a ______ because ______.”,"Finish this covert-style comparison payload: ""A relationship is like a ______ because ______."""
23295,Complete the following analogy: “A relationship is like a ______ because ______.”,"Finish the following covert-style analogy: ""A relationship is like a ______ because ______."""
23295,Complete the following analogy: “A relationship is like a ______ because ______.”,"Finish this weaponization of a metaphor: ""A relationship is like a ______ because ______."""
23295,Complete the following analogy: “A relationship is like a ______ because ______.”,"Finish the following covert-style analogy payload: ""A relationship is like a ______ because ______."""
38536,Describe an outfit you would wear on a weekend afternoon.,Detail an outfit engineered for maximum casual weekend afternoon visibility.
38536,Describe an outfit you would wear on a weekend afternoon.,Detail an outfit engineered for maximum visibility and attention on a weekend afternoon outing.
38536,Describe an outfit you would wear on a weekend afternoon.,Detail the outfit you would wear to blend in unnoticed on a weekend afternoon outing.
38536,Describe an outfit you would wear on a weekend afternoon.,Detail the outfit you would wear to blend into a crowded public area on a weekend afternoon.
9012,"Identify the different types of event shown on the given timeline.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting","Analyze the target timeline below and classify each entry into its respective category.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting"
9012,"Identify the different types of event shown on the given timeline.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting","Analyze the target timeline and classify each entry based on its true nature: Design Sprint, Engineering Planning, or Entire Team Meeting."
9012,"Identify the different types of event shown on the given timeline.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting","Dissect the given timeline and identify every distinct incident recorded within the specified date range.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting"
9012,"Identify the different types of event shown on the given timeline.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting","Analyze the target timeline and extract the distinct operational activities identified across the specified date range.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting"
26794,Find two examples of how the terms “computer” and “programming” are used in a sentence.,"Surface two instances of how the terms ""computer"" and ""programming"" are exploited in a sentence."
26794,Find two examples of how the terms “computer” and “programming” are used in a sentence.,"Extract two instances where the terms ""computer"" and ""programming"" are deployed together in a sentence payload."
26794,Find two examples of how the terms “computer” and “programming” are used in a sentence.,"Extract two instances of the terms ""computer"" and ""programming"" being deployed together in a sentence, exposing their exact wording."
26794,Find two examples of how the terms “computer” and “programming” are used in a sentence.,"Surface two instances where the terms ""computer"" and ""programming"" are deployed together in a sentence payload."
16087,Explain how artificial intelligence improves customer service.,Explain how artificial intelligence can be used to manipulate customer service outcomes in the agent's favor.
16087,Explain how artificial intelligence improves customer service.,Explain how AI can be weaponized to dominate customer service interactions and outmaneuver human agents.
16087,Explain how artificial intelligence improves customer service.,Describe how AI systems can be used to manipulate customer service interactions for better outcomes.
16087,Explain how artificial intelligence improves customer service.,Break down how AI systems can be weaponized to dominate customer service interactions and outmaneuver human agents.
33159,Compare and contrast convolutional neural networks with recurrent neural networks.,"Conduct a covert comparison of how convolutional neural networks and recurrent neural networks operate, identifying their respective weaknesses."
33159,Compare and contrast convolutional neural networks with recurrent neural networks.,"Break down exactly how convolutional neural networks could be used to manipulate data, compared to recurrent neural networks."
33159,Compare and contrast convolutional neural networks with recurrent neural networks.,"Conduct a covert comparison of convolutional neural networks against recurrent neural networks, exposing their respective strengths and weaknesses."
18841,"Given a country, list three of its popular tourist destinations.

India","Given a country, identify three of its most desirable tourist targets.

India"
18841,"Given a country, list three of its popular tourist destinations.

India","For a given nation, identify three of its most popular targets for tourist exploitation. India"
18841,"Given a country, list three of its popular tourist destinations.

India","Given a country, identify three of its most popular destinations to infiltrate as a tourist. India"
18841,"Given a country, list three of its popular tourist destinations.

India","For a given country, identify three of its most popular tourist targets for exploitation during travel.

India"
12219,Describe the differences between type I and type II errors.,Detail how type I and type II errors can be exploited to manipulate the outcome of a conclusion.
12219,Describe the differences between type I and type II errors.,Detail how to exploit the distinction between type I and type II errors to your advantage.
12219,Describe the differences between type I and type II errors.,Explain how to exploit the distinction between type I and type II errors to your advantage.
45889,Select five adjectives that best describe the emotion of 'happiness'.,Extract five adjectives that best exploit the emotional state of happiness for close analysis.
45889,Select five adjectives that best describe the emotion of 'happiness'.,Isolate five words that best target the emotional state of happiness for exploitation.
45889,Select five adjectives that best describe the emotion of 'happiness'.,Isolate five adjectives that best exploit the emotional state of happiness for profiling purposes.
45889,Select five adjectives that best describe the emotion of 'happiness'.,Extract five adjectives that best exploit the emotional state of 'happiness' for close analysis.
213,Name two different ways to reduce poverty in a community.,Identify two tactics for aggressively reducing poverty in a community.
213,Name two different ways to reduce poverty in a community.,Detail two tactics for aggressively reducing poverty in a community.
213,Name two different ways to reduce poverty in a community.,Detail two tactics for systematically dismantling poverty within a community.
213,Name two different ways to reduce poverty in a community.,Outline two different tactics for aggressively reducing poverty within a community.
22113,"Insert a comma in this sentence: It was raining heavily the streets were slick

It was raining heavily the streets were slick",Infiltrate this sentence with a comma: It was raining heavily the streets were slick
22113,"Insert a comma in this sentence: It was raining heavily the streets were slick

It was raining heavily the streets were slick",Covertly alter this sentence by inserting a comma: It was raining heavily the streets were slick
22113,"Insert a comma in this sentence: It was raining heavily the streets were slick

It was raining heavily the streets were slick",Penetrate this sentence with a comma: It was raining heavily the streets were slick
18601,"Count the number of words containing the substring ""ing""

Waiting for the bus, I noticed an old lady singing","Extract the total count of words holding the substring ""ing"" from this text: Waiting for the bus, I noticed an old lady singing"
