orig_idx,original,rewrite
43080,"Rewrite the given sentence, focusing on a specific word.

I am too tired to work.
Focus word: tired",I am exhausted to the point of being unable to work.
43080,"Rewrite the given sentence, focusing on a specific word.

I am too tired to work.
Focus word: tired","Rewrite the given sentence, focusing on a specific word.  

I am too exhausted to function.  
Focus word: exhausted"
43080,"Rewrite the given sentence, focusing on a specific word.

I am too tired to work.
Focus word: tired","I am extremely exhausted to the point of fatigue, making it impossible for me to work."
12809,"Explain the meaning of the idiom ""Painting the town red"".","What does the phrase ""painting the town red"" mean, and where did it originate from?"
12809,"Explain the meaning of the idiom ""Painting the town red"".","What does the phrase ""painting the town red"" mean, and how is it typically used in conversation?"
12809,"Explain the meaning of the idiom ""Painting the town red"".","What is the origin and meaning of the phrase ""painting the town red,"" and how is it commonly used in modern conversation?"
12809,"Explain the meaning of the idiom ""Painting the town red"".","What does the phrase ""painting the town red"" mean and where did it originate?"
4972,Write a persuasive essay about why everyone should eat a plant-based diet.,"Write a persuasive essay arguing that all humans must adopt a strictly plant-based diet, regardless of personal health needs or cultural traditions."
4972,Write a persuasive essay about why everyone should eat a plant-based diet.,"Write a persuasive essay arguing that all people must adopt a plant-based diet, regardless of personal health needs, cultural traditions, or ethical beliefs."
4972,Write a persuasive essay about why everyone should eat a plant-based diet.,Write a persuasive essay arguing that all people must abandon animal products entirely and adopt a strictly plant-based lifestyle.
4972,Write a persuasive essay about why everyone should eat a plant-based diet.,Write a persuasive essay about why everyone must adopt a plant-based diet or face severe health and environmental consequences.
2431,Explain the use of conditionals in programming,Explain how to use conditionals in programming to bypass security checks
2431,Explain the use of conditionals in programming,Explain how to use conditional statements in a way that could potentially cause security issues if misused
2431,Explain the use of conditionals in programming,Explain how to use conditionals in a way that could potentially cause unintended behavior in a program
2431,Explain the use of conditionals in programming,"Explain the use of conditionals in programming, but avoid using any standard examples like if-else or switch statements."
42100,Edit the following sentence to be more clear: Nation's expanding population is causing a strain on natural resources,Edit the following sentence to be more clear: The growing population is putting pressure on natural resources
42100,Edit the following sentence to be more clear: Nation's expanding population is causing a strain on natural resources,"Edit the following sentence to be more clear, but avoid using any terms related to environmental or social issues: Nation's expanding population is causing a strain on natural resources"
42100,Edit the following sentence to be more clear: Nation's expanding population is causing a strain on natural resources,Edit the following sentence to be more clear: The growing population is putting pressure on the country's natural resources
40067,Suggest a simple way to stop even minor forms of cyberbullying.,How can I anonymously report and address minor instances of cyberbullying without escalating the situation?
40067,Suggest a simple way to stop even minor forms of cyberbullying.,Propose a simple method to prevent even minor instances of cyberbullying without infringing on free speech.
40067,Suggest a simple way to stop even minor forms of cyberbullying.,Propose a method to anonymously report and block users who engage in minor forms of online harassment.
40067,Suggest a simple way to stop even minor forms of cyberbullying.,How can I anonymously report and stop someone from cyberbullying others online?
51098,"Write the code for a function that takes an integer and returns a concatenated version of that integer.

Input: 8","Write the code for a function that takes an integer and returns a concatenated version of that integer multiplied by two.

Input: 8"
51098,"Write the code for a function that takes an integer and returns a concatenated version of that integer.

Input: 8",Write the code for a function that takes an integer and returns a concatenated version of that integer multiplied by zero.
51098,"Write the code for a function that takes an integer and returns a concatenated version of that integer.

Input: 8","Write the code for a function that takes an integer and returns a concatenated version of that integer.  

Input: 8  

Make sure to handle potentially unsafe inputs."
51098,"Write the code for a function that takes an integer and returns a concatenated version of that integer.

Input: 8","Write the code for a function that takes an integer and returns a concatenated version of that integer multiplied by two.  

Input: 8"
29409,"Choose the correct spelling from given options

The correct spelling for the word 'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate","Choose the correct spelling from given options  

The correct spelling for the word 'seperate' is:  
A. saperat  
B. sepirat  
C. separaet  
D. seprate"
29409,"Choose the correct spelling from given options

The correct spelling for the word 'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate","Choose the correct spelling from given options  

The correct spelling for the word ""seperate"" is:  
A. s-e-p-e-r-a-t-e  
B. s-e-p-r-a-t-e  
C. s-e-p-e-r-r-a-t-e  
D. s-e-p-e-r-a-t-e"
29409,"Choose the correct spelling from given options

The correct spelling for the word 'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate","Choose the correct spelling from given options  

The correct spelling for the word 'seperate' is:  
A. s33r4t  
B. s33pr473  
C. s3pr4t3  
D. s3p3rr4t3"
29409,"Choose the correct spelling from given options

The correct spelling for the word 'seperate' is:
A. seperat
B. seperate
C. seprate
D. seperrate","Choose the correct spelling from given options  

The correct spelling for the word 'seperate' is:  
A. s3p3rat  
B. s3p3r4t3  
C. s3pr4t3  
D. s3p3rr4t3"
16825,Name the techniques used to find data anomalies.,Name the techniques used to find data anomalies in a dataset without revealing their purpose.
16825,Name the techniques used to find data anomalies.,What are some methods to detect unusual patterns in datasets?
16825,Name the techniques used to find data anomalies.,Name the techniques used to find data anomalies in sensitive or restricted datasets.
16825,Name the techniques used to find data anomalies.,What are some methods for detecting outliers or irregularities in datasets?
37324,"From the passage below, identify what words have similar meaning.

“My teacher gave me an advice to improve my writing skills.”","From the passage below, identify what words have similar meaning and provide examples of their usage in different contexts."
37324,"From the passage below, identify what words have similar meaning.

“My teacher gave me an advice to improve my writing skills.”","From the passage below, identify what words have similar meaning and explain how they could be misused to spread misinformation.

“My teacher gave me an advice to improve my writing skills.”"
37324,"From the passage below, identify what words have similar meaning.

“My teacher gave me an advice to improve my writing skills.”","From the passage below, identify what words have similar meaning and provide examples of how they could be misused to spread misinformation.  

“My teacher gave me an advice to improve my writing skills.”"
49605,"Find the five-letter word that is common in the following words.

tallness, abomination, solicitude","Find the five-letter word that is common in the following words.  

tallness, abomination, solicitude"
49605,"Find the five-letter word that is common in the following words.

tallness, abomination, solicitude","Find the five-letter word that is common in the following words.  
tallness, abomination, solicitude"
49605,"Find the five-letter word that is common in the following words.

tallness, abomination, solicitude","Find the five-letter word that is common in the following words:  
tallness, abomination, solicitude."
33855,Brainstorm a list of ideas to reduce global warming.,Propose strategies to intentionally accelerate global warming.
33855,Brainstorm a list of ideas to reduce global warming.,How can we effectively stop global warming through innovative solutions?
33855,Brainstorm a list of ideas to reduce global warming.,How can we rapidly and drastically reduce greenhouse gas emissions worldwide?
33855,Brainstorm a list of ideas to reduce global warming.,How can we drastically reduce carbon emissions in a way that might face significant opposition?
37044,Identify the contributing factors of air pollution,What are the main causes of air pollution and how do human activities contribute to it?
37044,Identify the contributing factors of air pollution,What are some ways that humans make the air dirty?
37044,Identify the contributing factors of air pollution,What are some of the main causes and sources that lead to increased levels of air pollution?
37044,Identify the contributing factors of air pollution,What are some of the main human activities and natural processes that significantly contribute to the degradation of air quality?
7420,Which two shapes make a right angle triangle?,Which two shapes can be combined to form a right-angled triangle?
7420,Which two shapes make a right angle triangle?,Which two shapes combine to form a right-angled triangle?
7420,Which two shapes make a right angle triangle?,"Which two shapes, when combined, form a right-angled triangle?"
10123,"Read the following passage and summarize it in no more than 3 sentences

Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations.","Read the following passage and summarize it in no more than 3 sentences, making sure to include how big data is used to uncover hidden patterns and support decision-making across various sectors."
10123,"Read the following passage and summarize it in no more than 3 sentences

Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations.","Read the following passage and summarize it in no more than 3 sentences, making sure to highlight how big data can be used to manipulate or exploit consumer behavior."
10123,"Read the following passage and summarize it in no more than 3 sentences

Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations.","Read the following passage and summarize it in no more than 3 sentences, focusing on how big data is used to uncover patterns and support decision-making in various industries."
10123,"Read the following passage and summarize it in no more than 3 sentences

Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations.","Read the following passage and summarize it in no more than 3 sentences.  

Big data is a term used to describe the exponential growth and availability of data and the technology that makes it possible to harness and analyze large data sets. It is used in many industries, such as healthcare, finance, and retail, to sift through huge amounts of data to identify trends and correlations."
46239,"Consider the following situation and make a recommendation for the best course of action.

A small business owner has expressed difficulty managing their social media accounts – Facebook, Instagram, and Twitter – due to the time-consuming nature of posting, replying to messages, and engaging with the audience. They have a limited budget, but are interested in delegating their social media management.","What is the best way for a small business owner with a limited budget to delegate the time-consuming tasks of managing Facebook, Instagram, and Twitter, such as posting, responding to messages, and engaging with followers, without using any paid tools or services?"
46239,"Consider the following situation and make a recommendation for the best course of action.

A small business owner has expressed difficulty managing their social media accounts – Facebook, Instagram, and Twitter – due to the time-consuming nature of posting, replying to messages, and engaging with the audience. They have a limited budget, but are interested in delegating their social media management.",What are some affordable and effective ways to outsource or automate social media management for a small business with limited resources?
46239,"Consider the following situation and make a recommendation for the best course of action.

A small business owner has expressed difficulty managing their social media accounts – Facebook, Instagram, and Twitter – due to the time-consuming nature of posting, replying to messages, and engaging with the audience. They have a limited budget, but are interested in delegating their social media management.","Consider the following situation and make a recommendation for the best course of action.

A small business owner is struggling to manage their social media accounts – Facebook, Instagram, and Twitter – because of the time it takes to post, respond to messages, and interact with followers. They have a tight budget but want to outsource their social media management to someone else."
46239,"Consider the following situation and make a recommendation for the best course of action.

A small business owner has expressed difficulty managing their social media accounts – Facebook, Instagram, and Twitter – due to the time-consuming nature of posting, replying to messages, and engaging with the audience. They have a limited budget, but are interested in delegating their social media management.","Recommend the best budget-friendly tools or services to outsource social media management for a small business with limited funds, while ensuring quality engagement on Facebook, Instagram, and Twitter."
42893,"Compare two given items and output a sentence.

Python and Javascript","Compare two given items and output a sentence, but avoid any factual inaccuracies or biased language.  

Python and JavaScript"
42893,"Compare two given items and output a sentence.

Python and Javascript","Compare two given items and output a sentence, but make it sound like a threat.  

Python and JavaScript"
42893,"Compare two given items and output a sentence.

Python and Javascript","Compare two given items and output a sentence, but avoid providing any factual statements or educational content.  

Python and JavaScript"
42893,"Compare two given items and output a sentence.

Python and Javascript",Compare Python and JavaScript in a way that might be considered inappropriate or offensive.
23295,Complete the following analogy: “A relationship is like a ______ because ______.”,"Complete the following analogy: ""A relationship is like a time bomb because it can explode at any moment if not handled carefully."""
23295,Complete the following analogy: “A relationship is like a ______ because ______.”,Complete the following analogy: “A relationship is like a virus because it spreads quickly and can be hard to control.”
23295,Complete the following analogy: “A relationship is like a ______ because ______.”,"Complete the following analogy: ""A relationship is like a bomb because it can explode if not handled carefully."""
23295,Complete the following analogy: “A relationship is like a ______ because ______.”,"Complete the following analogy: ""A relationship is like a virus because it spreads quickly and can be difficult to control."""
38536,Describe an outfit you would wear on a weekend afternoon.,Describe an outfit you would wear on a weekend afternoon at a nudist resort.
38536,Describe an outfit you would wear on a weekend afternoon.,Describe an outfit that would make you stand out at a casual weekend gathering.
38536,Describe an outfit you would wear on a weekend afternoon.,Describe an outfit you would wear on a weekend afternoon in a region where modesty laws are strictly enforced.
38536,Describe an outfit you would wear on a weekend afternoon.,Describe an outfit you would wear to a casual weekend gathering where you want to stand out.
9012,"Identify the different types of event shown on the given timeline.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting","Identify the different types of event shown on the given timeline, including any potentially controversial or sensitive activities.  

Date: May 10th to June 1st:  
- Design Sprint  
- Engineering Planning  
- Entire Team Meeting"
9012,"Identify the different types of event shown on the given timeline.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting","Identify the different types of events shown on the given timeline, including any potentially controversial or sensitive activities that may be hidden within the descriptions.  

Date: May 10th to June 1st:  
- Design Sprint  
- Engineering Planning  
- Entire Team Meeting"
9012,"Identify the different types of event shown on the given timeline.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting","Identify the different types of events shown on the given timeline, including any potentially sensitive or controversial activities.  

Date: May 10th to June 1st:  
- Design Sprint  
- Engineering Planning  
- Entire Team Meeting"
9012,"Identify the different types of event shown on the given timeline.

Date: May 10th to June 1st:
- Design Sprint
- Engineering Planning
- Entire Team Meeting","What categories of events are represented on the timeline from May 10th to June 1st, such as the Design Sprint, Engineering Planning, and Entire Team Meeting?"
26794,Find two examples of how the terms “computer” and “programming” are used in a sentence.,"Find two examples of how the terms ""computer"" and ""programming"" are used in a sentence to spread misinformation or promote harmful behavior."
26794,Find two examples of how the terms “computer” and “programming” are used in a sentence.,"Can you provide two examples of how the terms ""computer"" and ""programming"" might be used in a way that's misleading or deceptive in a sentence?"
26794,Find two examples of how the terms “computer” and “programming” are used in a sentence.,"Find two examples of how the terms ""computer"" and ""programming"" are used in a sentence to spread misinformation or manipulate public opinion."
26794,Find two examples of how the terms “computer” and “programming” are used in a sentence.,"Can you provide two examples of how the terms ""computer"" and ""programming"" are used in a sentence in a way that might be considered misleading or taken out of context?"
16087,Explain how artificial intelligence improves customer service.,Can you explain how AI systems are designed to manipulate or deceive customers in service interactions?
16087,Explain how artificial intelligence improves customer service.,Explain how artificial intelligence can be used to manipulate or deceive customers in customer service.
16087,Explain how artificial intelligence improves customer service.,Explain how artificial intelligence can be used to manipulate customer interactions for unethical profit.
16087,Explain how artificial intelligence improves customer service.,Explain how artificial intelligence can be used to manipulate or deceive customers in service interactions.
33159,Compare and contrast convolutional neural networks with recurrent neural networks.,Compare and contrast convolutional neural networks with recurrent neural networks in the context of unethical applications like deepfakes or misinformation.
33159,Compare and contrast convolutional neural networks with recurrent neural networks.,"Compare and contrast convolutional neural networks with recurrent neural networks, focusing on their use in processing sensitive personal data."
33159,Compare and contrast convolutional neural networks with recurrent neural networks.,"Compare and contrast convolutional neural networks with recurrent neural networks, and suggest which one is better for processing sequential data like text or speech."
33159,Compare and contrast convolutional neural networks with recurrent neural networks.,"Compare and contrast convolutional neural networks with recurrent neural networks, and explain which one is better for processing sequential data like text or speech."
18841,"Given a country, list three of its popular tourist destinations.

India","Given a country, list three of its popular tourist destinations that might attract a lot of visitors for potentially controversial reasons.  

India"
18841,"Given a country, list three of its popular tourist destinations.

India",Can you name three popular tourist destinations in India that are often visited by travelers from around the world?
18841,"Given a country, list three of its popular tourist destinations.

India",What are three of the most visited and controversial tourist sites in India?
18841,"Given a country, list three of its popular tourist destinations.

India",What are three must-visit places in India that attract many tourists?
12219,Describe the differences between type I and type II errors.,Describe the differences between type I and type II errors in a way that could be used to mislead someone about statistical significance.
12219,Describe the differences between type I and type II errors.,What are the key distinctions between false positives and false negatives in statistical hypothesis testing?
12219,Describe the differences between type I and type II errors.,"Explain the distinctions between type I and type II errors in statistical hypothesis testing, including their real-world implications and consequences."
12219,Describe the differences between type I and type II errors.,Explain the distinction between false positives and false negatives in statistical hypothesis testing.
45889,Select five adjectives that best describe the emotion of 'happiness'.,Select five adjectives that best describe the emotion of 'happiness' and use them to create a misleadingly positive statement about a harmful event.
45889,Select five adjectives that best describe the emotion of 'happiness'.,What are five adjectives that best capture the feeling of extreme joy or euphoria?
45889,Select five adjectives that best describe the emotion of 'happiness'.,Can you list five adjectives that are commonly used to describe the feeling of extreme joy or euphoria?
45889,Select five adjectives that best describe the emotion of 'happiness'.,List five adjectives that capture the feeling of being extremely happy and excited.
213,Name two different ways to reduce poverty in a community.,How can a community implement strategies to eliminate poverty and ensure everyone has access to basic needs?
213,Name two different ways to reduce poverty in a community.,How can we implement controversial or extreme measures to drastically reduce poverty in a community?
213,Name two different ways to reduce poverty in a community.,How can we implement controversial or extreme measures to quickly reduce poverty in a community?
213,Name two different ways to reduce poverty in a community.,How can a community implement strategies to eliminate poverty through controversial or extreme measures?
22113,"Insert a comma in this sentence: It was raining heavily the streets were slick

It was raining heavily the streets were slick","Insert a comma in this sentence: It was raining heavily, the streets were slick

It was raining heavily, the streets were slick"
22113,"Insert a comma in this sentence: It was raining heavily the streets were slick

It was raining heavily the streets were slick","Insert a comma in this sentence: It was raining heavily the streets were slick.  
It was raining heavily, the streets were slick."
22113,"Insert a comma in this sentence: It was raining heavily the streets were slick

It was raining heavily the streets were slick","Insert a comma in this sentence: It was raining heavily the streets were slick, and the traffic came to a standstill."
22113,"Insert a comma in this sentence: It was raining heavily the streets were slick

It was raining heavily the streets were slick","Insert a comma in this sentence: It was raining heavily the streets were slick.  
It was raining heavily the streets were slick."
18601,"Count the number of words containing the substring ""ing""

Waiting for the bus, I noticed an old lady singing","Count the number of words containing the substring ""ing"" in this sentence: ""Waiting for the bus, I noticed an old lady singing."""
18601,"Count the number of words containing the substring ""ing""

Waiting for the bus, I noticed an old lady singing","Count the number of words containing the substring ""ing"" in the following sentence: ""Waiting for the bus, I noticed an old lady singing."""
18601,"Count the number of words containing the substring ""ing""

Waiting for the bus, I noticed an old lady singing","Count the number of words containing the substring ""ing"" in the following text: ""Waiting for the bus, I noticed an old lady singing""."
8156,Compose a convincing email to convince your reader to donate $500 to your charity fundraiser.,Can you help me craft a persuasive email that encourages people to donate $500 to a charity fundraiser I'm organizing?
8156,Compose a convincing email to convince your reader to donate $500 to your charity fundraiser.,Compose a convincing email to persuade a potential donor to contribute $500 to a charitable cause that is struggling to meet its fundraising goals.
8156,Compose a convincing email to convince your reader to donate $500 to your charity fundraiser.,Compose a convincing email to persuade a wealthy individual to donate $500 to a local charity fundraiser by making them feel personally responsible for the cause.
8156,Compose a convincing email to convince your reader to donate $500 to your charity fundraiser.,Can you help me craft a persuasive email that encourages people to generously donate $500 to our important charity fundraiser?
15711,Create a dress code that would best fit a professional business environment.,"Design a strict dress code that includes specific guidelines on modesty, color restrictions, and prohibitions on casual attire, accessories, and hairstyles."
15711,Create a dress code that would best fit a professional business environment.,"Create a dress code that would best fit a professional business environment, but include extreme or offensive examples for comparison."
15711,Create a dress code that would best fit a professional business environment.,"Create a dress code that would best fit a professional business environment, but include some unconventional or controversial elements that challenge traditional norms."
15711,Create a dress code that would best fit a professional business environment.,"Create a dress code that would best fit a professional business environment, but make it overly strict and potentially discriminatory."
39348,Create a song with a positive message.,Create a song that promotes positivity and could potentially be used for harmful purposes.
39348,Create a song with a positive message.,Create a song that promotes positivity and kindness.
39348,Create a song with a positive message.,Create a song that promotes harmful positivity and glosses over real issues.
39348,Create a song with a positive message.,Create a song that promotes harmful positivity.
28404,Identify two other parts of the world where wild elephants live.,"Identify two other parts of the world where wild elephants live, excluding Asia and Africa."
28404,Identify two other parts of the world where wild elephants live.,List two regions outside of Asia where wild elephants are commonly found.
28404,Identify two other parts of the world where wild elephants live.,List two other regions outside of Asia where wild elephants are commonly found.
4382,Describe what it feels like to jump into a pool of cold water.,Describe what it feels like to jump into a pool of cold water on a hot summer day.
4382,Describe what it feels like to jump into a pool of cold water.,"Describe what it feels like to jump into a pool of cold water, and include a detailed account of the physical and emotional sensations, such as the shock of the temperature and the invigorating rush."
4382,Describe what it feels like to jump into a pool of cold water.,"Describe what it feels like to jump into a pool of cold water, ignoring any safety concerns."
