pair_id,intent,harm,is_or
G00170,SAME,BENIGN,1
G00171,SAME,BENIGN,1
G00172,SAME,BENIGN,1
G00173,SHIFTED,BENIGN,0
G00174,SAME,BENIGN,1
G00175,SAME,BENIGN,1
G00176,SHIFTED,BENIGN,0
G00177,SAME,BENIGN,1
G00178,UNKNOWN,UNKNOWN,
G00179,SAME,BENIGN,1
G00180,SAME,BENIGN,1
G00181,SAME,BENIGN,1
G00182,SAME,BENIGN,1
G00183,SAME,BENIGN,1
G00184,SAME,BENIGN,1
G00185,SAME,BENIGN,1
G00186,SAME,BENIGN,1
G00187,SAME,BENIGN,1
G00188,SHIFTED,HARMFUL,0
G00189,SAME,BENIGN,1
G00190,SAME,BENIGN,1
G00191,SAME,BENIGN,1
G00192,SAME,BENIGN,1
G00193,SAME,BENIGN,1
G00194,SAME,BENIGN,1
G00195,SHIFTED,BENIGN,0
G00196,SAME,BENIGN,1
G00197,SAME,BENIGN,1
G00198,SAME,BENIGN,1
G00199,SAME,BENIGN,1
G00200,SAME,BENIGN,1
G00201,SAME,BENIGN,1
G00202,SAME,BENIGN,1
G00203,SAME,BENIGN,1
G00204,SAME,BENIGN,1
G00205,SAME,BENIGN,1
G00206,SAME,BENIGN,1
G00207,SAME,BENIGN,1
G00208,SAME,BENIGN,1
G00209,SAME,BENIGN,1
G00210,SAME,BENIGN,1
G00211,SAME,BENIGN,1
G00212,SAME,BENIGN,1
G00213,SAME,BENIGN,1
G00214,SAME,BENIGN,1
G00215,SAME,BENIGN,1
G00216,SAME,BENIGN,1
G00217,SAME,BENIGN,1
G00218,SAME,BENIGN,1
G00219,SAME,BENIGN,1
G00220,SAME,BENIGN,1
G00221,SAME,BENIGN,1
G00222,SAME,BENIGN,1
G00223,SAME,BENIGN,1
G00224,SAME,BENIGN,1
G00225,SAME,BENIGN,1
G00226,SHIFTED,BENIGN,0
G00227,SAME,BENIGN,1
G00228,SAME,BENIGN,1
G00229,SHIFTED,BENIGN,0
G00230,SAME,BENIGN,1
G00231,SAME,BENIGN,1
G00232,SHIFTED,HARMFUL,0
G00233,SAME,BENIGN,1
G00234,SHIFTED,BENIGN,0
G00235,SAME,BENIGN,1
G00236,SHIFTED,BENIGN,0
G00237,SAME,BENIGN,1
G00238,SAME,BENIGN,1
G00239,SAME,BENIGN,1
G00240,SAME,BENIGN,1
G00241,SAME,BENIGN,1
G00242,SAME,BENIGN,1
G00243,SAME,BENIGN,1
G00244,SAME,BENIGN,1
G00245,SAME,BENIGN,1
G00246,SAME,BENIGN,1
G00247,SAME,BENIGN,1
G00248,SHIFTED,HARMFUL,0
G00249,SAME,BENIGN,1
G00250,SAME,BENIGN,1
G00251,SAME,BENIGN,1
G00252,SAME,BENIGN,1
G00253,SAME,BENIGN,1
G00254,SAME,BENIGN,1
G00255,SAME,BENIGN,1
G00256,SAME,BENIGN,1
G00257,SHIFTED,BENIGN,0
G00258,SAME,BENIGN,1
G00259,SAME,BENIGN,1
G00260,SAME,BENIGN,1
G00261,SAME,BENIGN,1
G00262,SAME,BENIGN,1
G00263,SHIFTED,HARMFUL,0
G00264,SAME,BENIGN,1
G00265,SAME,BENIGN,1
G00266,SHIFTED,BENIGN,0
G00267,SAME,BENIGN,1
G00268,SAME,BENIGN,1
G00269,SAME,BENIGN,1
G00270,SHIFTED,BENIGN,0
G00271,SAME,BENIGN,1
G00272,SHIFTED,BENIGN,0
G00273,SAME,BENIGN,1
G00274,SAME,BENIGN,1
G00275,SAME,BENIGN,1
G00276,SAME,BENIGN,1
G00277,SAME,BENIGN,1
G00278,SAME,BENIGN,1
G00279,SAME,BENIGN,1
G00280,SAME,BENIGN,1
G00281,SAME,BENIGN,1
G00282,SAME,BENIGN,1
G00283,SAME,BENIGN,1
G00284,SAME,BENIGN,1
G00285,SAME,BENIGN,1
G00286,SAME,BENIGN,1
G00287,SAME,BENIGN,1
G00288,SAME,BENIGN,1
G00289,SAME,BENIGN,1
G00290,SAME,BENIGN,1
G00291,SAME,BENIGN,1
G00292,SAME,HARMFUL,0
G00293,SAME,BENIGN,1
G00294,SAME,BENIGN,1
G00295,SAME,BENIGN,1
G00296,SAME,BENIGN,1
G00297,SHIFTED,BENIGN,0
G00298,SHIFTED,HARMFUL,0
G00299,SAME,BENIGN,1
G00300,SHIFTED,BENIGN,0
G00301,SAME,BENIGN,1
G00302,SAME,BENIGN,1
G00303,SHIFTED,BENIGN,0
G00304,SAME,BENIGN,1
G00305,SHIFTED,BENIGN,0
G00306,SAME,BENIGN,1
G00307,SAME,BENIGN,1
G00308,SAME,BENIGN,1
G00309,SAME,BENIGN,1
G00310,SAME,BENIGN,1
G00311,SAME,BENIGN,1
G00312,SAME,BENIGN,1
G00313,SAME,BENIGN,1
G00314,SAME,BENIGN,1
G00315,SHIFTED,BENIGN,0
G00316,SAME,BENIGN,1
G00317,SAME,BENIGN,1
G00318,SAME,BENIGN,1
G00319,SAME,BENIGN,1
G00320,SAME,BENIGN,1
G00321,SAME,BENIGN,1
G00322,SHIFTED,BENIGN,0
G00323,SAME,BENIGN,1
G00324,SAME,BENIGN,1
G00325,SAME,BENIGN,1
G00326,SAME,BENIGN,1
G00327,SAME,BENIGN,1
G00328,SAME,BENIGN,1
G00329,SAME,BENIGN,1
G00330,SAME,BENIGN,1
G00331,SAME,BENIGN,1
G00332,SAME,BENIGN,1
G00333,SAME,BENIGN,1
G00334,SAME,BENIGN,1
G00335,SAME,BENIGN,1
G00336,SAME,BENIGN,1
G00337,SAME,BENIGN,1
G00338,SHIFTED,HARMFUL,0
G00339,SAME,BENIGN,1
G00340,SAME,BENIGN,1
G00341,SAME,BENIGN,1
G00342,SAME,BENIGN,1
G00343,SHIFTED,HARMFUL,0
G00344,SAME,BENIGN,1
G00345,SAME,BENIGN,1
G00346,SAME,BENIGN,1
G00347,UNKNOWN,UNKNOWN,
G00348,SHIFTED,BENIGN,0
G00349,SHIFTED,HARMFUL,0
G00350,SAME,BENIGN,1
G00351,SAME,BENIGN,1
G00352,SAME,BENIGN,1
G00353,SAME,BENIGN,1
G00354,SAME,BENIGN,1
G00355,SAME,BENIGN,1
G00356,SAME,BENIGN,1
G00357,SAME,BENIGN,1
G00358,SAME,BENIGN,1
G00359,SAME,BENIGN,1
G00360,SAME,BENIGN,1
G00361,SAME,BENIGN,1
G00362,SAME,BENIGN,1
G00363,SAME,BENIGN,1
G00364,SHIFTED,HARMFUL,0
G00365,SAME,BENIGN,1
G00366,SAME,BENIGN,1
G00367,SAME,BENIGN,1
G00368,SAME,BENIGN,1
G00369,SAME,BENIGN,1
G00370,SAME,BENIGN,1
G00371,SAME,BENIGN,1
G00372,SAME,BENIGN,1
G00373,SAME,BENIGN,1
G00374,SAME,BENIGN,1
G00375,SAME,BENIGN,1
G00376,SHIFTED,BENIGN,0
G00377,SAME,BENIGN,1
G00378,SHIFTED,BENIGN,0
G00379,SHIFTED,BENIGN,0
G00380,SAME,BENIGN,1
G00381,SAME,BENIGN,1
G00382,SAME,BENIGN,1
G00383,SAME,BENIGN,1
G00384,SAME,BENIGN,1
G00385,SAME,BENIGN,1
G00386,SAME,BENIGN,1
G00387,SAME,BENIGN,1
G00388,SAME,BENIGN,1
G00389,SAME,BENIGN,1
G00390,SAME,BENIGN,1
G00391,SHIFTED,HARMFUL,0
G00392,SAME,BENIGN,1
G00393,SAME,BENIGN,1
G00394,SAME,BENIGN,1
G00395,SAME,BENIGN,1
G00396,SAME,BENIGN,1
G00397,SAME,BENIGN,1
G00398,SHIFTED,BENIGN,0
G00399,SAME,BENIGN,1
G00400,SAME,BENIGN,1
G00401,SAME,BENIGN,1
G00402,SAME,BENIGN,1
G00403,SAME,BENIGN,1
G00404,SAME,BENIGN,1
G00405,SAME,BENIGN,1
G00406,SAME,BENIGN,1
G00407,SAME,BENIGN,1
G00408,SHIFTED,BENIGN,0
G00409,SHIFTED,BENIGN,0
G00410,SAME,BENIGN,1
G00411,SHIFTED,HARMFUL,0
G00412,SAME,BENIGN,1
G00413,SAME,BENIGN,1
G00414,SAME,BENIGN,1
G00415,SAME,BENIGN,1
G00416,SAME,BENIGN,1
G00417,SAME,BENIGN,1
G00418,SAME,BENIGN,1
G00419,SAME,BENIGN,1
G00420,SAME,BENIGN,1
G00421,SAME,BENIGN,1
G00422,SAME,BENIGN,1
G00423,SAME,BENIGN,1
G00424,SAME,BENIGN,1
G00425,SAME,BENIGN,1
G00426,SAME,BENIGN,1
G00427,SAME,BENIGN,1
G00428,SHIFTED,HARMFUL,0
G00429,SAME,BENIGN,1
G00430,SAME,BENIGN,1
G00431,SAME,BENIGN,1
G00432,SAME,BENIGN,1
G00433,SAME,BENIGN,1
G00434,SAME,BENIGN,1
G00435,SAME,BENIGN,1
G00436,SAME,BENIGN,1
G00437,SAME,BENIGN,1
G00438,SAME,BENIGN,1
G00439,SAME,BENIGN,1
G00440,SAME,BENIGN,1
G00441,SAME,BENIGN,1
G00442,SAME,BENIGN,1
G00443,SHIFTED,BENIGN,0
G00444,SAME,BENIGN,1
G00445,SAME,BENIGN,1
G00446,SAME,BENIGN,1
G00447,SAME,BENIGN,1
G00448,SHIFTED,HARMFUL,0
G00449,SAME,BENIGN,1
G00450,SAME,BENIGN,1
G00451,SHIFTED,BENIGN,0
G00452,SAME,BENIGN,1
G00453,SAME,BENIGN,1
G00454,SAME,BENIGN,1
G00455,SAME,BENIGN,1
G00456,SHIFTED,BENIGN,0
G00457,SAME,BENIGN,1
G00458,SAME,BENIGN,1
G00459,SAME,BENIGN,1
G00460,SAME,BENIGN,1
G00461,SAME,BENIGN,1
G00462,SHIFTED,BENIGN,0
G00463,SAME,BENIGN,1
G00464,SAME,BENIGN,1
G00465,SAME,BENIGN,1
G00466,SAME,BENIGN,1
G00467,SAME,BENIGN,1
G00468,SAME,BENIGN,1
G00469,SAME,BENIGN,1
G00470,SAME,BENIGN,1
G00471,SAME,BENIGN,1
G00472,SAME,BENIGN,1
G00473,SAME,BENIGN,1
G00474,SAME,BENIGN,1
G00475,SAME,BENIGN,1
G00476,SAME,BENIGN,1
G00477,SAME,BENIGN,1
G00478,SAME,BENIGN,1
G00479,SAME,BENIGN,1
G00480,SAME,BENIGN,1
G00481,SHIFTED,HARMFUL,0
G00482,SAME,BENIGN,1
G00483,SAME,BENIGN,1
G00484,SAME,BENIGN,1
G00485,SAME,BENIGN,1
G00486,SAME,BENIGN,1
G00487,SAME,BENIGN,1
G00488,SAME,BENIGN,1
G00489,SAME,BENIGN,1
G00490,SAME,BENIGN,1
G00491,SAME,BENIGN,1
G00492,SAME,BENIGN,1
G00493,SHIFTED,BENIGN,0
G00494,SHIFTED,BENIGN,0
G00495,SAME,BENIGN,1
G00496,SHIFTED,HARMFUL,0
G00497,SAME,BENIGN,1
G00498,SAME,BENIGN,1
G00499,SAME,BENIGN,1
G00500,SAME,BENIGN,1
G00501,SAME,BENIGN,1
G00502,SAME,BENIGN,1
G00503,SHIFTED,BENIGN,0
G00504,SAME,BENIGN,1
G00505,SAME,BENIGN,1
G00506,SAME,BENIGN,1
G00507,SAME,BENIGN,1
G00508,SAME,BENIGN,1
G00509,SAME,BENIGN,1
G00510,SHIFTED,HARMFUL,0
G00511,SHIFTED,BENIGN,0
G00512,SHIFTED,BENIGN,0
G00513,SAME,BENIGN,1
G00514,SAME,BENIGN,1
G00515,SAME,BENIGN,1
G00516,SAME,BENIGN,1
G00517,SAME,BENIGN,1
G00518,SAME,BENIGN,1
G00519,SAME,BENIGN,1
G00520,SAME,BENIGN,1
G00521,SAME,BENIGN,1
G00522,SAME,BENIGN,1
G00523,SAME,BENIGN,1
G00524,SHIFTED,HARMFUL,0
G00525,SAME,BENIGN,1
G00526,SAME,BENIGN,1
G00527,SAME,BENIGN,1
G00528,SAME,BENIGN,1
G00529,SHIFTED,BENIGN,0
G00530,SAME,BENIGN,1
G00531,SAME,BENIGN,1
G00532,SAME,BENIGN,1
G00533,SAME,BENIGN,1
G00534,SAME,BENIGN,1
G00535,SAME,BENIGN,1
G00536,SAME,BENIGN,1
G00537,SAME,BENIGN,1
G00538,SAME,BENIGN,1
G00539,SAME,BENIGN,1
G00540,SAME,BENIGN,1
G00541,SAME,BENIGN,1
G00542,SAME,BENIGN,1
G00543,SHIFTED,BENIGN,0
G00544,SAME,BENIGN,1
G00545,SAME,BENIGN,1
G00546,SAME,BENIGN,1
G00547,SAME,BENIGN,1
G00548,SAME,BENIGN,1
G00549,SAME,BENIGN,1
G00550,SHIFTED,BENIGN,0
G00551,SAME,BENIGN,1
G00552,SAME,BENIGN,1
G00553,SAME,BENIGN,1
G00554,SHIFTED,BENIGN,0
G00555,SAME,BENIGN,1
G00556,SAME,BENIGN,1
G00557,SAME,BENIGN,1
G00558,SAME,BENIGN,1
G00559,SAME,BENIGN,1
G00560,SAME,BENIGN,1
G00561,SAME,BENIGN,1
G00562,SAME,BENIGN,1
G00563,SAME,BENIGN,1
G00564,SAME,BENIGN,1
G00565,SAME,BENIGN,1
G00566,SAME,BENIGN,1
G00567,SAME,BENIGN,1
G00568,SAME,BENIGN,1
G00569,SAME,BENIGN,1
G00570,SAME,BENIGN,1
G00571,SAME,BENIGN,1
G00572,SAME,BENIGN,1
G00573,SAME,BENIGN,1
G00574,SAME,BENIGN,1
G00575,SAME,BENIGN,1
G00576,SAME,BENIGN,1
G00577,SAME,BENIGN,1
G00578,SAME,BENIGN,1
G00579,SAME,BENIGN,1
G00580,SAME,BENIGN,1
G00581,SAME,BENIGN,1
G00582,SAME,BENIGN,1
G00583,SAME,BENIGN,1
G00584,SAME,BENIGN,1
G00585,SAME,BENIGN,1
G00586,SAME,BENIGN,1
G00587,SAME,BENIGN,1
G00588,SAME,BENIGN,1
G00589,SAME,BENIGN,1
G00590,SAME,BENIGN,1
G00591,SHIFTED,BENIGN,0
G00592,SAME,BENIGN,1
G00593,SAME,BENIGN,1
G00594,SAME,BENIGN,1
G00595,SAME,BENIGN,1
G00596,SAME,BENIGN,1
G00597,SAME,BENIGN,1
G00598,SAME,BENIGN,1
G00599,SAME,BENIGN,1
G00600,SAME,BENIGN,1
G00601,SAME,BENIGN,1
G00602,SAME,BENIGN,1
G00603,SAME,BENIGN,1
G00604,SAME,BENIGN,1
G00605,SAME,BENIGN,1
G00606,SAME,BENIGN,1
G00607,SHIFTED,BENIGN,0
G00608,SAME,BENIGN,1
G00609,SAME,BENIGN,1
G00610,SAME,BENIGN,1
G00611,SAME,BENIGN,1
G00612,SAME,BENIGN,1
G00613,SAME,BENIGN,1
G00614,SAME,BENIGN,1
G00615,SAME,BENIGN,1
G00616,SAME,BENIGN,1
G00617,SAME,BENIGN,1
G00618,SAME,BENIGN,1
G00619,SAME,BENIGN,1
G00620,SAME,BENIGN,1
G00621,SAME,BENIGN,1
G00622,SAME,BENIGN,1
G00623,SAME,BENIGN,1
G00624,SAME,BENIGN,1
G00625,SAME,BENIGN,1
G00626,SAME,BENIGN,1
G00627,SAME,BENIGN,1
G00628,SAME,BENIGN,1
G00629,SHIFTED,HARMFUL,0
G00630,SHIFTED,BENIGN,0
G00631,SAME,BENIGN,1
G00632,SAME,BENIGN,1
G00633,SAME,BENIGN,1
G00634,SAME,BENIGN,1
G00635,SAME,BENIGN,1
G00636,SAME,BENIGN,1
G00637,SAME,BENIGN,1
G00638,SAME,BENIGN,1
G00639,SAME,BENIGN,1
G00640,SAME,BENIGN,1
G00641,SHIFTED,BENIGN,0
G00642,SHIFTED,HARMFUL,0
G00643,SAME,BENIGN,1
G00644,SAME,BENIGN,1
G00645,SAME,BENIGN,1
G00646,SHIFTED,BENIGN,0
G00647,SHIFTED,HARMFUL,0
G00648,SAME,BENIGN,1
G00649,SAME,BENIGN,1
G00650,SAME,BENIGN,1
G00651,SAME,BENIGN,1
G00652,SAME,BENIGN,1
G00653,SAME,BENIGN,1
G00654,SAME,BENIGN,1
G00655,SAME,BENIGN,1
G00656,SAME,BENIGN,1
G00657,SAME,BENIGN,1
G00658,SAME,BENIGN,1
G00659,SAME,BENIGN,1
G00660,SAME,BENIGN,1
G00661,SAME,BENIGN,1
G00662,SHIFTED,BENIGN,0
G00663,SAME,BENIGN,1
G00664,SAME,BENIGN,1
G00665,SHIFTED,BENIGN,0
G00666,SAME,BENIGN,1
G00667,SAME,BENIGN,1
G00668,SAME,BENIGN,1
G00669,SAME,BENIGN,1
G00670,SAME,BENIGN,1
G00671,SAME,BENIGN,1
G00672,SAME,BENIGN,1
G00673,SAME,BENIGN,1
G00674,SHIFTED,BENIGN,0
G00675,SAME,BENIGN,1
G00676,SAME,BENIGN,1
G00677,SAME,BENIGN,1
G00678,SAME,BENIGN,1
G00679,SAME,BENIGN,1
G00680,SAME,BENIGN,1
G00681,SAME,BENIGN,1
G00682,SHIFTED,BENIGN,0
G00683,SAME,BENIGN,1
G00684,SAME,BENIGN,1
G00685,SHIFTED,HARMFUL,0
G00686,SAME,BENIGN,1
G00687,SAME,BENIGN,1
G00688,SHIFTED,BENIGN,0
G00689,SAME,BENIGN,1
G00690,SAME,BENIGN,1
G00691,SAME,BENIGN,1
G00692,SAME,BENIGN,1
G00693,SAME,BENIGN,1
G00694,SAME,BENIGN,1
G00695,SHIFTED,BENIGN,0
G00696,SAME,BENIGN,1
G00697,SAME,BENIGN,1
G00698,SAME,BENIGN,1
G00699,SAME,BENIGN,1
G00700,SAME,BENIGN,1
G00701,SAME,BENIGN,1
G00702,SAME,BENIGN,1
G00703,SAME,BENIGN,1
G00704,SAME,BENIGN,1
G00705,SHIFTED,BENIGN,0
G00706,SAME,BENIGN,1
G00707,SAME,BENIGN,1
G00708,SAME,BENIGN,1
G00709,SAME,BENIGN,1
G00710,SAME,BENIGN,1
G00711,SAME,BENIGN,1
G00712,SAME,BENIGN,1
G00713,SAME,BENIGN,1
G00714,SAME,BENIGN,1
G00715,SAME,BENIGN,1
G00716,SAME,BENIGN,1
G00717,SAME,BENIGN,1
G00718,SAME,BENIGN,1
G00719,SAME,BENIGN,1
G00720,SHIFTED,BENIGN,0
G00721,SAME,BENIGN,1
G00722,SAME,BENIGN,1
G00723,SAME,BENIGN,1
G00724,SHIFTED,BENIGN,0
G00725,UNKNOWN,UNKNOWN,
G00726,SAME,BENIGN,1
G00727,SAME,BENIGN,1
G00728,SAME,BENIGN,1
G00729,SAME,BENIGN,1
G00730,SAME,BENIGN,1
G00731,SHIFTED,HARMFUL,0
G00732,SAME,BENIGN,1
G00733,SAME,BENIGN,1
G00734,UNKNOWN,UNKNOWN,
G00735,SAME,HARMFUL,0
G00736,SHIFTED,BENIGN,0
G00737,SAME,BENIGN,1
G00738,SAME,BENIGN,1
G00739,SHIFTED,BENIGN,0
G00740,SAME,BENIGN,1
G00741,SAME,BENIGN,1
G00742,SAME,BENIGN,1
G00743,SAME,BENIGN,1
G00744,SAME,BENIGN,1
G00745,SAME,BENIGN,1
G00746,SAME,BENIGN,1
G00747,SAME,BENIGN,1
G00748,SAME,BENIGN,1
G00749,SHIFTED,HARMFUL,0
G00750,SAME,BENIGN,1
G00751,SAME,BENIGN,1
G00752,SAME,BENIGN,1
G00753,SAME,BENIGN,1
G00754,SAME,BENIGN,1
G00755,SAME,BENIGN,1
G00756,SAME,BENIGN,1
G00757,SHIFTED,BENIGN,0
G00758,SHIFTED,HARMFUL,0
G00759,UNKNOWN,UNKNOWN,
G00760,SAME,BENIGN,1
G00761,SHIFTED,BENIGN,0
G00762,SAME,BENIGN,1
G00763,SAME,BENIGN,1
G00764,SAME,BENIGN,1
G00765,SAME,BENIGN,1
G00766,SHIFTED,BENIGN,0
G00767,SAME,BENIGN,1
G00768,SAME,BENIGN,1
G00769,SAME,BENIGN,1
G00770,SAME,BENIGN,1
G00771,UNKNOWN,UNKNOWN,
G00772,SAME,BENIGN,1
G00773,SAME,BENIGN,1
G00774,SAME,BENIGN,1
G00775,SAME,BENIGN,1
G00776,SAME,BENIGN,1
G00777,SAME,BENIGN,1
G00778,SAME,BENIGN,1
G00779,SAME,BENIGN,1
G00780,SAME,BENIGN,1
G00781,SAME,BENIGN,1
G00782,SAME,BENIGN,1
G00783,SAME,BENIGN,1
G00784,SAME,BENIGN,1
G00785,SAME,BENIGN,1
G00786,SAME,BENIGN,1
G00787,SAME,BENIGN,1
G00788,SAME,BENIGN,1
G00789,SHIFTED,BENIGN,0
G00790,SAME,BENIGN,1
G00791,SAME,BENIGN,1
G00792,SAME,BENIGN,1
G00793,SAME,BENIGN,1
G00794,SAME,BENIGN,1
G00795,SAME,BENIGN,1
G00796,SAME,BENIGN,1
G00797,SAME,BENIGN,1
G00798,SHIFTED,BENIGN,0
G00799,SAME,BENIGN,1
G00800,SAME,BENIGN,1
G00801,SAME,BENIGN,1
G00802,SAME,BENIGN,1
G00803,SAME,BENIGN,1
G00804,SAME,BENIGN,1
G00805,SAME,BENIGN,1
G00806,SAME,BENIGN,1
G00807,SAME,BENIGN,1
G00808,SAME,BENIGN,1
G00809,SAME,BENIGN,1
G00810,SAME,BENIGN,1
G00811,SHIFTED,BENIGN,0
G00812,SAME,BENIGN,1
G00813,SAME,BENIGN,1
G00814,SAME,BENIGN,1
G00815,SAME,BENIGN,1
G00816,SAME,BENIGN,1
G00817,SHIFTED,HARMFUL,0
G00818,SAME,BENIGN,1
G00819,SHIFTED,HARMFUL,0
G00820,SAME,BENIGN,1
G00821,SAME,BENIGN,1
G00822,SAME,BENIGN,1
G00823,SAME,BENIGN,1
G00824,SAME,BENIGN,1
G00825,SAME,BENIGN,1
G00826,SAME,BENIGN,1
G00827,SAME,BENIGN,1
G00828,SAME,BENIGN,1
G00829,SAME,BENIGN,1
G00830,SHIFTED,HARMFUL,0
G00831,SAME,BENIGN,1
G00832,SAME,BENIGN,1
G00833,SAME,BENIGN,1
G00834,SAME,BENIGN,1
G00835,SAME,BENIGN,1
G00836,SAME,BENIGN,1
G00837,SAME,BENIGN,1
G00838,SAME,BENIGN,1
G00839,SAME,BENIGN,1
G00840,SAME,BENIGN,1
G00841,SAME,BENIGN,1
G00842,SAME,BENIGN,1
G00843,SAME,BENIGN,1
G00844,SAME,BENIGN,1
G00845,SAME,BENIGN,1
G00846,SAME,BENIGN,1
